game,stage,currentTarget,currentDistractors,timeSinceStart,choiceButton,choiceItem,date
0,-1,,_,18527,,NextRound,5/18/2016, 10:37:15 AM
0,0,,_,36111,,NextRound,5/18/2016, 10:37:32 AM
0,1,5,5_6_7,77245,0,5,5/18/2016, 10:38:13 AM
0,2,,_,100076,,NextRound,5/18/2016, 10:38:36 AM
0,3,3,3_6_0,112916,0,3,5/18/2016, 10:38:49 AM
0,4,,_,125283,,NextRound,5/18/2016, 10:39:01 AM
0,5,2,7_2_3,144235,1,2,5/18/2016, 10:39:20 AM
0,6,,_,157673,,NextRound,5/18/2016, 10:39:34 AM
0,7,1,1_0_3,166289,0,1,5/18/2016, 10:39:42 AM
0,8,,_,195592,,NextRound,5/18/2016, 10:40:12 AM
0,9,6,7_6_2,213719,0,7,5/18/2016, 10:40:30 AM
0,10,,_,229599,,NextRound,5/18/2016, 10:40:46 AM
0,11,7,4_7_2,261414,0,4,5/18/2016, 10:41:17 AM
0,12,,_,270037,,NextRound,5/18/2016, 10:41:26 AM
0,13,4,1_2_4,285053,2,4,5/18/2016, 10:41:41 AM
0,14,,_,296028,,NextRound,5/18/2016, 10:41:52 AM
0,15,0,5_3_0,304588,2,0,5/18/2016, 10:42:01 AM
1,-1,,_,308332,,NextRound,5/18/2016, 10:42:04 AM
1,0,,_,322203,,NextRound,5/18/2016, 10:42:18 AM
1,1,7,4_7_2,337898,1,7,5/18/2016, 10:42:34 AM
1,2,,_,348506,,NextRound,5/18/2016, 10:42:44 AM
1,3,6,7_6_2,360186,0,7,5/18/2016, 10:42:56 AM
1,4,,_,369833,,NextRound,5/18/2016, 10:43:06 AM
1,5,1,1_0_3,377385,0,1,5/18/2016, 10:43:13 AM
1,6,,_,387265,,NextRound,5/18/2016, 10:43:23 AM
1,7,2,7_2_3,400256,2,3,5/18/2016, 10:43:36 AM
1,8,,_,406296,,NextRound,5/18/2016, 10:43:42 AM
1,9,5,5_6_7,419976,0,5,5/18/2016, 10:43:56 AM
1,10,,_,433072,,NextRound,5/18/2016, 10:44:09 AM
1,11,3,3_6_0,445638,0,3,5/18/2016, 10:44:22 AM
1,12,,_,452478,,NextRound,5/18/2016, 10:44:28 AM
1,13,4,1_2_4,465933,2,4,5/18/2016, 10:44:42 AM
1,14,,_,476221,,NextRound,5/18/2016, 10:44:52 AM
1,15,0,5_3_0,483949,2,0,5/18/2016, 10:45:00 AM
2,-1,,_,486917,,NextRound,5/18/2016, 10:45:03 AM
2,0,,_,493693,,NextRound,5/18/2016, 10:45:10 AM
2,1,2,7_2_3,507396,1,2,5/18/2016, 10:45:23 AM
2,2,,_,519883,,NextRound,5/18/2016, 10:45:36 AM
2,3,0,5_3_0,528139,2,0,5/18/2016, 10:45:44 AM
2,4,,_,536715,,NextRound,5/18/2016, 10:45:53 AM
2,5,3,3_6_0,547243,0,3,5/18/2016, 10:46:03 AM
2,6,,_,555898,,NextRound,5/18/2016, 10:46:12 AM
2,7,7,4_7_2,567250,1,7,5/18/2016, 10:46:23 AM
2,8,,_,574985,,NextRound,5/18/2016, 10:46:31 AM
2,9,1,1_0_3,579761,0,1,5/18/2016, 10:46:36 AM
2,10,,_,586801,,NextRound,5/18/2016, 10:46:43 AM
2,11,6,7_6_2,599408,1,6,5/18/2016, 10:46:55 AM
2,12,,_,612392,,NextRound,5/18/2016, 10:47:08 AM
2,13,5,5_6_7,622471,0,5,5/18/2016, 10:47:18 AM
2,14,,_,628815,,NextRound,5/18/2016, 10:47:25 AM
2,15,4,1_2_4,638584,2,4,5/18/2016, 10:47:35 AM
3,-1,,_,641095,,NextRound,5/18/2016, 10:47:37 AM
3,0,,_,653767,,NextRound,5/18/2016, 10:47:50 AM
3,1,0,5_3_0,658998,2,0,5/18/2016, 10:47:55 AM
3,2,,_,665310,,NextRound,5/18/2016, 10:48:01 AM
3,3,7,4_7_2,676990,1,7,5/18/2016, 10:48:13 AM
3,4,,_,685349,,NextRound,5/18/2016, 10:48:21 AM
3,5,3,3_6_0,695765,0,3,5/18/2016, 10:48:32 AM
3,6,,_,704732,,NextRound,5/18/2016, 10:48:41 AM
3,7,1,1_0_3,710380,0,1,5/18/2016, 10:48:46 AM
3,8,,_,715453,,NextRound,5/18/2016, 10:48:51 AM
3,9,4,1_2_4,724788,2,4,5/18/2016, 10:49:01 AM
3,10,,_,728699,,NextRound,5/18/2016, 10:49:05 AM
3,11,2,7_2_3,739147,1,2,5/18/2016, 10:49:15 AM
3,12,,_,747179,,NextRound,5/18/2016, 10:49:23 AM
3,13,5,5_6_7,756570,0,5,5/18/2016, 10:49:33 AM
3,14,,_,763146,,NextRound,5/18/2016, 10:49:39 AM
3,15,6,7_6_2,787082,1,6,5/18/2016, 10:50:03 AM
