game,stage,currentTarget,currentDistractors,timeSinceStart,choiceButton,choiceItem,date
0,-1,,_,61472,,NextRound,5/17/2016, 4:19:51 PM
0,0,2,3_4_2,85279,2,2,5/17/2016, 4:20:15 PM
0,1,,_,115382,,NextRound,5/17/2016, 4:20:45 PM
0,2,3,5_4_3,130621,2,3,5/17/2016, 4:21:00 PM
0,3,,_,157708,,NextRound,5/17/2016, 4:21:27 PM
0,4,5,1_5_7,190131,1,5,5/17/2016, 4:22:00 PM
0,5,,_,229642,,NextRound,5/17/2016, 4:22:39 PM
0,6,7,0_7_5,247449,1,7,5/17/2016, 4:22:57 PM
0,7,,_,275247,,NextRound,5/17/2016, 4:23:25 PM
0,8,1,4_0_1,297278,2,1,5/17/2016, 4:23:47 PM
0,9,,_,322326,,NextRound,5/17/2016, 4:24:12 PM
0,10,4,6_4_5,340237,1,4,5/17/2016, 4:24:30 PM
0,11,,_,358485,,NextRound,5/17/2016, 4:24:48 PM
0,12,0,0_6_1,377283,0,0,5/17/2016, 4:25:07 PM
0,13,,_,391834,,NextRound,5/17/2016, 4:25:21 PM
0,14,6,6_1_2,417801,0,6,5/17/2016, 4:25:47 PM
0,15,,_,434393,,NextRound,5/17/2016, 4:26:04 PM
1,-1,,_,439448,,NextRound,5/17/2016, 4:26:09 PM
1,0,1,4_0_1,463375,2,1,5/17/2016, 4:26:33 PM
1,1,,_,492422,,NextRound,5/17/2016, 4:27:02 PM
1,2,6,6_1_2,519342,0,6,5/17/2016, 4:27:29 PM
1,3,,_,537557,,NextRound,5/17/2016, 4:27:47 PM
1,4,4,6_4_5,550460,1,4,5/17/2016, 4:28:00 PM
1,5,,_,562309,,NextRound,5/17/2016, 4:28:12 PM
1,6,2,3_4_2,586931,2,2,5/17/2016, 4:28:37 PM
1,7,,_,602130,,NextRound,5/17/2016, 4:28:52 PM
1,8,5,1_5_7,622433,1,5,5/17/2016, 4:29:12 PM
1,9,,_,644265,,NextRound,5/17/2016, 4:29:34 PM
1,10,3,5_4_3,656400,2,3,5/17/2016, 4:29:46 PM
1,11,,_,679399,,NextRound,5/17/2016, 4:30:09 PM
1,12,7,0_7_5,687583,1,7,5/17/2016, 4:30:17 PM
1,13,,_,714278,,NextRound,5/17/2016, 4:30:44 PM
1,14,0,0_6_1,724253,0,0,5/17/2016, 4:30:54 PM
1,15,,_,736869,,NextRound,5/17/2016, 4:31:06 PM
2,-1,,_,740781,,NextRound,5/17/2016, 4:31:10 PM
2,0,6,6_1_2,766204,0,6,5/17/2016, 4:31:36 PM
2,1,,_,781627,,NextRound,5/17/2016, 4:31:51 PM
2,2,2,3_4_2,806930,2,2,5/17/2016, 4:32:17 PM
2,3,,_,822034,,NextRound,5/17/2016, 4:32:32 PM
2,4,4,6_4_5,838793,1,4,5/17/2016, 4:32:48 PM
2,5,,_,851441,,NextRound,5/17/2016, 4:33:01 PM
2,6,5,1_5_7,871224,1,5,5/17/2016, 4:33:21 PM
2,7,,_,891687,,NextRound,5/17/2016, 4:33:41 PM
2,8,0,0_6_1,901782,0,0,5/17/2016, 4:33:51 PM
2,9,,_,912526,,NextRound,5/17/2016, 4:34:02 PM
2,10,1,4_0_1,934365,2,1,5/17/2016, 4:34:24 PM
2,11,,_,953068,,NextRound,5/17/2016, 4:34:43 PM
2,12,7,0_7_5,965052,1,7,5/17/2016, 4:34:55 PM
2,13,,_,986851,,NextRound,5/17/2016, 4:35:16 PM
2,14,3,5_4_3,994035,2,3,5/17/2016, 4:35:24 PM
2,15,,_,1017186,,NextRound,5/17/2016, 4:35:47 PM
3,-1,,_,1023874,,NextRound,5/17/2016, 4:35:53 PM
3,0,7,0_7_5,1033905,1,7,5/17/2016, 4:36:04 PM
3,1,,_,1050297,,NextRound,5/17/2016, 4:36:20 PM
3,2,4,6_4_5,1063056,1,4,5/17/2016, 4:36:33 PM
3,3,,_,1078536,,NextRound,5/17/2016, 4:36:48 PM
3,4,1,4_0_1,1100087,2,1,5/17/2016, 4:37:10 PM
3,5,,_,1122686,,NextRound,5/17/2016, 4:37:32 PM
3,6,5,1_5_7,1139677,1,5,5/17/2016, 4:37:49 PM
3,7,,_,1157557,,NextRound,5/17/2016, 4:38:07 PM
3,8,3,5_4_3,1165341,2,3,5/17/2016, 4:38:15 PM
3,9,,_,1183428,,NextRound,5/17/2016, 4:38:33 PM
3,10,2,3_4_2,1207827,2,2,5/17/2016, 4:38:57 PM
3,11,,_,1218370,,NextRound,5/17/2016, 4:39:08 PM
3,12,0,0_6_1,1227458,0,0,5/17/2016, 4:39:17 PM
3,13,,_,1241594,,NextRound,5/17/2016, 4:39:31 PM
3,14,6,6_1_2,1263360,0,6,5/17/2016, 4:39:53 PM
3,15,,_,1275897,,NextRound,5/17/2016, 4:40:06 PM
