game,stage,currentTarget,currentDistractors,timeSinceStart,choiceButton,choiceItem,date
0,-1,,_,28337,,NextRound,5/19/2016, 11:27:06 AM
0,0,,_,44440,,NextRound,5/19/2016, 11:27:22 AM
0,1,2,7_2_3,64887,0,7,5/19/2016, 11:27:43 AM
0,2,,_,66599,,NextRound,5/19/2016, 11:27:44 AM
PrevRound
0,2,,_,113349,,NextRound,5/19/2016, 11:28:31 AM
0,3,0,5_3_0,120501,2,0,5/19/2016, 11:28:38 AM
0,4,,_,151699,,NextRound,5/19/2016, 11:29:09 AM
0,5,3,3_6_0,161539,0,3,5/19/2016, 11:29:19 AM
0,6,,_,174803,,NextRound,5/19/2016, 11:29:33 AM
0,7,7,4_7_2,184163,1,7,5/19/2016, 11:29:42 AM
0,8,,_,196274,,NextRound,5/19/2016, 11:29:54 AM
0,9,1,1_0_3,201930,0,1,5/19/2016, 11:30:00 AM
0,10,,_,212177,,NextRound,5/19/2016, 11:30:10 AM
0,11,6,7_6_2,221889,1,6,5/19/2016, 11:30:20 AM
0,12,,_,236456,,NextRound,5/19/2016, 11:30:34 AM
0,13,5,5_6_7,241552,0,5,5/19/2016, 11:30:39 AM
0,14,,_,250464,,NextRound,5/19/2016, 11:30:48 AM
0,15,4,1_2_4,257167,2,4,5/19/2016, 11:30:55 AM
1,-1,,_,264503,,NextRound,5/19/2016, 11:31:02 AM
1,0,,_,282510,,NextRound,5/19/2016, 11:31:20 AM
1,1,0,5_3_0,294070,0,5,5/19/2016, 11:31:32 AM
1,2,,_,300909,,NextRound,5/19/2016, 11:31:39 AM
1,3,7,4_7_2,312429,1,7,5/19/2016, 11:31:50 AM
1,4,,_,324964,,NextRound,5/19/2016, 11:32:03 AM
1,5,3,3_6_0,333300,0,3,5/19/2016, 11:32:11 AM
1,6,,_,342179,,NextRound,5/19/2016, 11:32:20 AM
1,7,1,1_0_3,347635,0,1,5/19/2016, 11:32:25 AM
1,8,,_,364435,,NextRound,5/19/2016, 11:32:42 AM
1,9,4,1_2_4,371962,2,4,5/19/2016, 11:32:50 AM
1,10,,_,379058,,NextRound,5/19/2016, 11:32:57 AM
1,11,2,7_2_3,390114,1,2,5/19/2016, 11:33:08 AM
1,12,,_,397090,,NextRound,5/19/2016, 11:33:15 AM
1,13,5,5_6_7,403729,0,5,5/19/2016, 11:33:21 AM
1,14,,_,414273,,NextRound,5/19/2016, 11:33:32 AM
1,15,6,7_6_2,422584,1,6,5/19/2016, 11:33:40 AM
2,-1,,_,427680,,NextRound,5/19/2016, 11:33:45 AM
2,0,,_,436816,,NextRound,5/19/2016, 11:33:55 AM
2,1,5,5_6_7,442064,0,5,5/19/2016, 11:34:00 AM
2,2,,_,443679,,NextRound,5/19/2016, 11:34:01 AM
2,3,3,3_6_0,456303,0,3,5/19/2016, 11:34:14 AM
2,4,,_,463919,,NextRound,5/19/2016, 11:34:22 AM
2,5,2,7_2_3,470310,1,2,5/19/2016, 11:34:28 AM
2,6,,_,477303,,NextRound,5/19/2016, 11:34:35 AM
2,7,1,1_0_3,483086,0,1,5/19/2016, 11:34:41 AM
2,8,,_,491902,,NextRound,5/19/2016, 11:34:50 AM
2,9,6,7_6_2,500061,1,6,5/19/2016, 11:34:58 AM
2,10,,_,507629,,NextRound,5/19/2016, 11:35:05 AM
2,11,7,4_7_2,516949,1,7,5/19/2016, 11:35:15 AM
2,12,,_,524300,,NextRound,5/19/2016, 11:35:22 AM
2,13,4,1_2_4,531524,1,2,5/19/2016, 11:35:29 AM
2,14,,_,539404,,NextRound,5/19/2016, 11:35:37 AM
2,15,0,5_3_0,546419,2,0,5/19/2016, 11:35:44 AM
3,-1,,_,550723,,NextRound,5/19/2016, 11:35:48 AM
3,0,,_,559443,,NextRound,5/19/2016, 11:35:57 AM
3,1,7,4_7_2,566019,1,7,5/19/2016, 11:36:04 AM
3,2,,_,574594,,NextRound,5/19/2016, 11:36:12 AM
3,3,6,7_6_2,583827,1,6,5/19/2016, 11:36:22 AM
3,4,,_,595306,,NextRound,5/19/2016, 11:36:33 AM
3,5,1,1_0_3,601761,0,1,5/19/2016, 11:36:39 AM
3,6,,_,610553,,NextRound,5/19/2016, 11:36:48 AM
3,7,2,7_2_3,621177,1,2,5/19/2016, 11:36:59 AM
3,8,,_,626728,,NextRound,5/19/2016, 11:37:04 AM
3,9,5,5_6_7,633368,0,5,5/19/2016, 11:37:11 AM
3,10,,_,644696,,NextRound,5/19/2016, 11:37:22 AM
3,11,3,3_6_0,652064,0,3,5/19/2016, 11:37:30 AM
3,12,,_,660344,,NextRound,5/19/2016, 11:37:38 AM
3,13,4,1_2_4,668311,2,4,5/19/2016, 11:37:46 AM
3,14,,_,674871,,NextRound,5/19/2016, 11:37:53 AM
3,15,0,5_3_0,681886,2,0,5/19/2016, 11:38:00 AM
