game,stage,currentTarget,currentDistractors,timeSinceStart,choiceButton,choiceItem,date
0,-1,,_,21635,,NextRound,5/9/2016, 11:14:32 AM
0,0,,_,37426,,NextRound,5/9/2016, 11:14:48 AM
0,1,7,4_7_2,53074,1,7,5/9/2016, 11:15:04 AM
0,2,,_,68729,,NextRound,5/9/2016, 11:15:19 AM
0,3,6,7_6_2,84009,1,6,5/9/2016, 11:15:35 AM
0,4,,_,104944,,NextRound,5/9/2016, 11:15:56 AM
0,5,1,1_0_3,123152,0,1,5/9/2016, 11:16:14 AM
0,6,,_,136223,,NextRound,5/9/2016, 11:16:27 AM
0,7,2,7_2_3,150079,1,2,5/9/2016, 11:16:41 AM
0,8,,_,178270,,NextRound,5/9/2016, 11:17:09 AM
0,9,5,5_6_7,192710,0,5,5/9/2016, 11:17:23 AM
0,10,,_,214485,,NextRound,5/9/2016, 11:17:45 AM
0,11,3,3_6_0,225468,0,3,5/9/2016, 11:17:56 AM
0,12,,_,243532,,NextRound,5/9/2016, 11:18:14 AM
0,13,4,1_2_4,253580,2,4,5/9/2016, 11:18:24 AM
0,14,,_,269627,,NextRound,5/9/2016, 11:18:40 AM
0,15,0,5_3_0,280155,2,0,5/9/2016, 11:18:51 AM
1,-1,,_,286483,,NextRound,5/9/2016, 11:18:57 AM
1,0,,_,311658,,NextRound,5/9/2016, 11:19:22 AM
1,1,2,7_2_3,322250,1,2,5/9/2016, 11:19:33 AM
1,2,,_,332873,,NextRound,5/9/2016, 11:19:44 AM
1,3,0,5_3_0,341209,2,0,5/9/2016, 11:19:52 AM
1,4,,_,353265,,NextRound,5/9/2016, 11:20:04 AM
1,5,3,3_6_0,360568,0,3,5/9/2016, 11:20:11 AM
1,6,,_,371120,,NextRound,5/9/2016, 11:20:22 AM
1,7,7,4_7_2,379776,1,7,5/9/2016, 11:20:30 AM
1,8,,_,390600,,NextRound,5/9/2016, 11:20:41 AM
1,9,1,1_0_3,408095,0,1,5/9/2016, 11:20:59 AM
1,10,,_,417119,,NextRound,5/9/2016, 11:21:08 AM
1,11,6,7_6_2,427974,1,6,5/9/2016, 11:21:19 AM
1,12,,_,436526,,NextRound,5/9/2016, 11:21:27 AM
1,13,5,5_6_7,449110,0,5,5/9/2016, 11:21:40 AM
1,14,,_,457838,,NextRound,5/9/2016, 11:21:49 AM
1,15,4,1_2_4,465981,2,4,5/9/2016, 11:21:57 AM
2,-1,,_,470709,,NextRound,5/9/2016, 11:22:01 AM
2,0,,_,479157,,NextRound,5/9/2016, 11:22:10 AM
2,1,0,5_3_0,488181,2,0,5/9/2016, 11:22:19 AM
2,2,,_,500781,,NextRound,5/9/2016, 11:22:31 AM
2,3,7,4_7_2,505284,1,7,5/9/2016, 11:22:36 AM
2,4,,_,514067,,NextRound,5/9/2016, 11:22:45 AM
2,5,3,3_6_0,520140,0,3,5/9/2016, 11:22:51 AM
2,6,,_,530691,,NextRound,5/9/2016, 11:23:01 AM
2,7,1,1_0_3,544947,0,1,5/9/2016, 11:23:16 AM
2,8,,_,560435,,NextRound,5/9/2016, 11:23:31 AM
2,9,4,1_2_4,570986,2,4,5/9/2016, 11:23:42 AM
2,10,,_,592666,,NextRound,5/9/2016, 11:24:03 AM
2,11,2,7_2_3,600082,1,2,5/9/2016, 11:24:11 AM
2,12,,_,607217,,NextRound,5/9/2016, 11:24:18 AM
2,13,5,5_6_7,616785,0,5,5/9/2016, 11:24:27 AM
2,14,,_,624441,,NextRound,5/9/2016, 11:24:35 AM
2,15,6,7_6_2,633544,1,6,5/9/2016, 11:24:44 AM
3,-1,,_,639264,,NextRound,5/9/2016, 11:24:50 AM
3,0,,_,657168,,NextRound,5/9/2016, 11:25:08 AM
3,1,5,5_6_7,668343,0,5,5/9/2016, 11:25:19 AM
3,2,,_,679551,,NextRound,5/9/2016, 11:25:30 AM
3,3,3,3_6_0,684639,0,3,5/9/2016, 11:25:35 AM
3,4,,_,704494,,NextRound,5/9/2016, 11:25:55 AM
3,5,2,7_2_3,711502,1,2,5/9/2016, 11:26:02 AM
3,6,,_,724510,,NextRound,5/9/2016, 11:26:15 AM
3,7,1,1_0_3,737773,0,1,5/9/2016, 11:26:28 AM
3,8,,_,744229,,NextRound,5/9/2016, 11:26:35 AM
3,9,6,7_6_2,754141,1,6,5/9/2016, 11:26:45 AM
3,10,,_,764996,,NextRound,5/9/2016, 11:26:56 AM
3,11,7,4_7_2,769092,1,7,5/9/2016, 11:27:00 AM
3,12,,_,779196,,NextRound,5/9/2016, 11:27:10 AM
3,13,4,1_2_4,787980,2,4,5/9/2016, 11:27:19 AM
3,14,,_,798356,,NextRound,5/9/2016, 11:27:29 AM
3,15,0,5_3_0,806179,2,0,5/9/2016, 11:27:37 AM
