game,stage,currentTarget,currentDistractors,timeSinceStart,choiceButton,choiceItem,date
0,-1,,_,65293,,NextRound,5/6/2016, 11:03:13 AM
0,0,,_,113104,,NextRound,5/6/2016, 11:04:01 AM
0,1,0,5_3_0,123361,1,3,5/6/2016, 11:04:11 AM
0,2,,_,141631,,NextRound,5/6/2016, 11:04:30 AM
0,3,7,4_7_2,150983,1,7,5/6/2016, 11:04:39 AM
0,4,,_,166086,,NextRound,5/6/2016, 11:04:54 AM
0,5,3,3_6_0,184798,1,6,5/6/2016, 11:05:13 AM
0,6,,_,230460,,NextRound,5/6/2016, 11:05:59 AM
0,7,1,1_0_3,242571,1,0,5/6/2016, 11:06:11 AM
0,8,,_,255211,,NextRound,5/6/2016, 11:06:23 AM
0,9,4,1_2_4,287794,1,2,5/6/2016, 11:06:56 AM
0,10,,_,298042,,NextRound,5/6/2016, 11:07:06 AM
0,11,2,7_2_3,307561,1,2,5/6/2016, 11:07:16 AM
0,12,,_,313273,,NextRound,5/6/2016, 11:07:21 AM
0,13,5,5_6_7,324656,1,6,5/6/2016, 11:07:33 AM
0,14,,_,339296,,NextRound,5/6/2016, 11:07:47 AM
0,15,6,7_6_2,379750,1,6,5/6/2016, 11:08:28 AM
1,-1,,_,390590,,NextRound,5/6/2016, 11:08:39 AM
1,0,,_,398677,,NextRound,5/6/2016, 11:08:47 AM
1,1,5,5_6_7,405981,1,6,5/6/2016, 11:08:54 AM
1,2,,_,414957,,NextRound,5/6/2016, 11:09:03 AM
1,3,3,3_6_0,422549,1,6,5/6/2016, 11:09:11 AM
1,4,,_,432052,,NextRound,5/6/2016, 11:09:20 AM
1,5,2,7_2_3,435556,1,2,5/6/2016, 11:09:24 AM
1,6,,_,448356,,NextRound,5/6/2016, 11:09:36 AM
1,7,1,1_0_3,454835,1,0,5/6/2016, 11:09:43 AM
1,8,,_,485970,,NextRound,5/6/2016, 11:10:14 AM
1,9,6,7_6_2,491954,1,6,5/6/2016, 11:10:20 AM
1,10,,_,501313,,NextRound,5/6/2016, 11:10:29 AM
1,11,7,4_7_2,507689,1,7,5/6/2016, 11:10:36 AM
1,12,,_,521105,,NextRound,5/6/2016, 11:10:49 AM
1,13,4,1_2_4,529521,1,2,5/6/2016, 11:10:58 AM
1,14,,_,575670,,NextRound,5/6/2016, 11:11:44 AM
1,15,0,5_3_0,582750,1,3,5/6/2016, 11:11:51 AM
2,-1,,_,587165,,NextRound,5/6/2016, 11:11:55 AM
2,0,,_,605957,,NextRound,5/6/2016, 11:12:14 AM
2,1,7,4_7_2,612093,1,7,5/6/2016, 11:12:20 AM
2,2,,_,625349,,NextRound,5/6/2016, 11:12:33 AM
2,3,6,7_6_2,633709,1,6,5/6/2016, 11:12:42 AM
2,4,,_,644004,,NextRound,5/6/2016, 11:12:52 AM
2,5,1,1_0_3,649868,1,0,5/6/2016, 11:12:58 AM
2,6,,_,656428,,NextRound,5/6/2016, 11:13:05 AM
2,7,2,7_2_3,664083,1,2,5/6/2016, 11:13:12 AM
2,8,,_,670299,,NextRound,5/6/2016, 11:13:18 AM
2,9,5,5_6_7,691602,0,5,5/6/2016, 11:13:40 AM
2,10,,_,699394,,NextRound,5/6/2016, 11:13:48 AM
2,11,3,3_6_0,708209,1,6,5/6/2016, 11:13:56 AM
2,12,,_,723441,,NextRound,5/6/2016, 11:14:12 AM
2,13,4,1_2_4,731681,1,2,5/6/2016, 11:14:20 AM
2,14,,_,740968,,NextRound,5/6/2016, 11:14:29 AM
2,15,0,5_3_0,746416,1,3,5/6/2016, 11:14:35 AM
3,-1,,_,749048,,NextRound,5/6/2016, 11:14:37 AM
3,0,,_,757575,,NextRound,5/6/2016, 11:14:46 AM
3,1,2,7_2_3,761471,1,2,5/6/2016, 11:14:50 AM
3,2,,_,771527,,NextRound,5/6/2016, 11:15:00 AM
3,3,0,5_3_0,780103,1,3,5/6/2016, 11:15:08 AM
3,4,,_,815221,,NextRound,5/6/2016, 11:15:43 AM
3,5,3,3_6_0,846277,1,6,5/6/2016, 11:16:14 AM
3,6,,_,854580,,NextRound,5/6/2016, 11:16:23 AM
3,7,7,4_7_2,862715,1,7,5/6/2016, 11:16:31 AM
3,8,,_,871395,,NextRound,5/6/2016, 11:16:40 AM
3,9,1,1_0_3,878059,1,0,5/6/2016, 11:16:46 AM
3,10,,_,883251,,NextRound,5/6/2016, 11:16:51 AM
3,11,6,7_6_2,893146,1,6,5/6/2016, 11:17:01 AM
3,12,,_,899322,,NextRound,5/6/2016, 11:17:07 AM
3,13,5,5_6_7,907218,1,6,5/6/2016, 11:17:15 AM
3,14,,_,914626,,NextRound,5/6/2016, 11:17:23 AM
3,15,4,1_2_4,921673,1,2,5/6/2016, 11:17:30 AM
