game,stage,currentTarget,currentDistractors,timeSinceStart,choiceButton,choiceItem,date
0,-1,,_,46331,,NextRound,5/18/2016, 12:42:12 PM
0,0,7,0_7_5,54081,0,0,5/18/2016, 12:42:20 PM
0,1,,_,57977,,NextRound,5/18/2016, 12:42:24 PM
0,2,4,6_4_5,107577,2,5,5/18/2016, 12:43:14 PM
0,3,,_,163119,,NextRound,5/18/2016, 12:44:09 PM
0,4,1,4_0_1,182047,2,1,5/18/2016, 12:44:28 PM
0,5,,_,210904,,NextRound,5/18/2016, 12:44:57 PM
0,6,5,1_5_7,223863,0,1,5/18/2016, 12:45:10 PM
0,7,,_,235030,,NextRound,5/18/2016, 12:45:21 PM
0,8,3,5_4_3,269814,2,3,5/18/2016, 12:45:56 PM
0,9,,_,333325,,NextRound,5/18/2016, 12:46:59 PM
0,10,2,3_4_2,346853,1,4,5/18/2016, 12:47:13 PM
0,11,,_,368917,,NextRound,5/18/2016, 12:47:35 PM
0,12,0,0_6_1,380492,0,0,5/18/2016, 12:47:47 PM
0,13,,_,398292,,NextRound,5/18/2016, 12:48:04 PM
0,14,6,6_1_2,416250,0,6,5/18/2016, 12:48:22 PM
0,15,,_,428947,,NextRound,5/18/2016, 12:48:35 PM
1,-1,,_,434091,,NextRound,5/18/2016, 12:48:40 PM
1,0,2,3_4_2,445428,2,2,5/18/2016, 12:48:52 PM
1,1,,_,464794,,NextRound,5/18/2016, 12:49:11 PM
1,2,3,5_4_3,480434,2,3,5/18/2016, 12:49:27 PM
1,3,,_,536481,,NextRound,5/18/2016, 12:50:23 PM
1,4,5,1_5_7,561960,1,5,5/18/2016, 12:50:48 PM
1,5,,_,572601,,NextRound,5/18/2016, 12:50:59 PM
1,6,7,0_7_5,587144,1,7,5/18/2016, 12:51:13 PM
1,7,,_,598464,,NextRound,5/18/2016, 12:51:25 PM
1,8,1,4_0_1,605040,2,1,5/18/2016, 12:51:31 PM
1,9,,_,616392,,NextRound,5/18/2016, 12:51:42 PM
1,10,4,6_4_5,626031,1,4,5/18/2016, 12:51:52 PM
1,11,,_,635112,,NextRound,5/18/2016, 12:52:01 PM
1,12,0,0_6_1,645447,0,0,5/18/2016, 12:52:12 PM
1,13,,_,656935,,NextRound,5/18/2016, 12:52:23 PM
1,14,6,6_1_2,667495,0,6,5/18/2016, 12:52:34 PM
1,15,,_,669463,,NextRound,5/18/2016, 12:52:36 PM
2,-1,,_,683454,,NextRound,5/18/2016, 12:52:50 PM
2,0,1,4_0_1,739806,2,1,5/18/2016, 12:53:46 PM
2,1,,_,749829,,NextRound,5/18/2016, 12:53:56 PM
2,2,6,6_1_2,757229,0,6,5/18/2016, 12:54:03 PM
2,3,,_,766901,,NextRound,5/18/2016, 12:54:13 PM
2,4,4,6_4_5,774005,2,5,5/18/2016, 12:54:20 PM
2,5,,_,780628,,NextRound,5/18/2016, 12:54:27 PM
2,6,2,3_4_2,787468,2,2,5/18/2016, 12:54:34 PM
2,7,,_,801941,,NextRound,5/18/2016, 12:54:48 PM
2,8,5,1_5_7,809956,1,5,5/18/2016, 12:54:56 PM
2,9,,_,818220,,NextRound,5/18/2016, 12:55:04 PM
2,10,3,5_4_3,824548,2,3,5/18/2016, 12:55:11 PM
2,11,,_,838036,,NextRound,5/18/2016, 12:55:24 PM
2,12,7,0_7_5,846524,1,7,5/18/2016, 12:55:33 PM
2,13,,_,857755,,NextRound,5/18/2016, 12:55:44 PM
2,14,0,0_6_1,864491,0,0,5/18/2016, 12:55:51 PM
2,15,,_,875075,,NextRound,5/18/2016, 12:56:01 PM
3,-1,,_,881066,,NextRound,5/18/2016, 12:56:07 PM
3,0,6,6_1_2,891339,0,6,5/18/2016, 12:56:17 PM
3,1,,_,898426,,NextRound,5/18/2016, 12:56:25 PM
3,2,2,3_4_2,902538,2,2,5/18/2016, 12:56:29 PM
3,3,,_,911674,,NextRound,5/18/2016, 12:56:38 PM
3,4,4,6_4_5,916186,1,4,5/18/2016, 12:56:42 PM
3,5,,_,921443,,NextRound,5/18/2016, 12:56:48 PM
3,6,5,1_5_7,928274,1,5,5/18/2016, 12:56:54 PM
3,7,,_,932890,,NextRound,5/18/2016, 12:56:59 PM
3,8,0,0_6_1,938458,0,0,5/18/2016, 12:57:05 PM
3,9,,_,947130,,NextRound,5/18/2016, 12:57:13 PM
3,10,1,4_0_1,951418,2,1,5/18/2016, 12:57:18 PM
3,11,,_,958961,,NextRound,5/18/2016, 12:57:25 PM
3,12,7,0_7_5,983465,1,7,5/18/2016, 12:57:50 PM
3,13,,_,990497,,NextRound,5/18/2016, 12:57:57 PM
3,14,3,5_4_3,996065,2,3,5/18/2016, 12:58:02 PM
3,15,,_,1029737,,NextRound,5/18/2016, 12:58:36 PM
