game,stage,currentTarget,currentDistractors,timeSinceStart,choiceButton,choiceItem,date
0,-1,,_,32543,,NextRound,5/19/2016, 5:11:00 PM
0,0,,_,65452,,NextRound,5/19/2016, 5:11:32 PM
0,1,2,7_2_3,100860,1,2,5/19/2016, 5:12:08 PM
0,2,,_,131130,,NextRound,5/19/2016, 5:12:38 PM
0,3,0,5_3_0,137378,2,0,5/19/2016, 5:12:44 PM
0,4,,_,151026,,NextRound,5/19/2016, 5:12:58 PM
0,5,3,3_6_0,160361,0,3,5/19/2016, 5:13:07 PM
0,6,,_,177952,,NextRound,5/19/2016, 5:13:25 PM
0,7,7,4_7_2,191120,1,7,5/19/2016, 5:13:38 PM
0,8,,_,193335,,NextRound,5/19/2016, 5:13:40 PM
0,9,1,1_0_3,259949,0,1,5/19/2016, 5:14:47 PM
0,10,,_,274605,,NextRound,5/19/2016, 5:15:02 PM
0,11,6,7_6_2,283188,1,6,5/19/2016, 5:15:10 PM
0,12,,_,291964,,NextRound,5/19/2016, 5:15:19 PM
0,13,5,5_6_7,308771,0,5,5/19/2016, 5:15:36 PM
0,14,,_,317763,,NextRound,5/19/2016, 5:15:45 PM
0,15,4,1_2_4,326162,2,4,5/19/2016, 5:15:53 PM
1,-1,,_,330970,,NextRound,5/19/2016, 5:15:58 PM
1,0,,_,358018,,NextRound,5/19/2016, 5:16:25 PM
1,1,0,5_3_0,363473,2,0,5/19/2016, 5:16:30 PM
1,2,,_,376080,,NextRound,5/19/2016, 5:16:43 PM
1,3,7,4_7_2,380688,1,7,5/19/2016, 5:16:48 PM
1,4,,_,399256,,NextRound,5/19/2016, 5:17:06 PM
1,5,3,3_6_0,404120,0,3,5/19/2016, 5:17:11 PM
1,6,,_,421031,,NextRound,5/19/2016, 5:17:28 PM
1,7,1,1_0_3,429910,0,1,5/19/2016, 5:17:37 PM
1,8,,_,485781,,NextRound,5/19/2016, 5:18:33 PM
1,9,4,1_2_4,507116,2,4,5/19/2016, 5:18:54 PM
1,10,,_,516227,,NextRound,5/19/2016, 5:19:03 PM
1,11,2,7_2_3,527924,1,2,5/19/2016, 5:19:15 PM
1,12,,_,539338,,NextRound,5/19/2016, 5:19:26 PM
1,13,5,5_6_7,549874,0,5,5/19/2016, 5:19:37 PM
1,14,,_,560137,,NextRound,5/19/2016, 5:19:47 PM
1,15,6,7_6_2,571761,1,6,5/19/2016, 5:19:59 PM
2,-1,,_,589192,,NextRound,5/19/2016, 5:20:16 PM
2,0,,_,605223,,NextRound,5/19/2016, 5:20:32 PM
2,1,5,5_6_7,609264,0,5,5/19/2016, 5:20:36 PM
2,2,,_,634646,,NextRound,5/19/2016, 5:21:02 PM
2,3,3,3_6_0,640126,0,3,5/19/2016, 5:21:07 PM
2,4,,_,680341,,NextRound,5/19/2016, 5:21:47 PM
2,5,2,7_2_3,684492,1,2,5/19/2016, 5:21:52 PM
2,6,,_,704364,,NextRound,5/19/2016, 5:22:11 PM
2,7,1,1_0_3,711548,0,1,5/19/2016, 5:22:19 PM
2,8,,_,724907,,NextRound,5/19/2016, 5:22:32 PM
2,9,6,7_6_2,728163,2,2,5/19/2016, 5:22:35 PM
2,10,,_,736251,,NextRound,5/19/2016, 5:22:43 PM
2,11,7,4_7_2,742138,1,7,5/19/2016, 5:22:49 PM
2,12,,_,759978,,NextRound,5/19/2016, 5:23:07 PM
2,13,4,1_2_4,765018,2,4,5/19/2016, 5:23:12 PM
2,14,,_,776969,,NextRound,5/19/2016, 5:23:24 PM
2,15,0,5_3_0,782169,2,0,5/19/2016, 5:23:29 PM
3,-1,,_,785536,,NextRound,5/19/2016, 5:23:33 PM
3,0,,_,797848,,NextRound,5/19/2016, 5:23:45 PM
3,1,7,4_7_2,801432,1,7,5/19/2016, 5:23:48 PM
3,2,,_,809800,,NextRound,5/19/2016, 5:23:57 PM
3,3,6,7_6_2,815608,1,6,5/19/2016, 5:24:03 PM
3,4,,_,826759,,NextRound,5/19/2016, 5:24:14 PM
3,5,1,1_0_3,833343,0,1,5/19/2016, 5:24:20 PM
PrevRound
3,5,1,1_0_3,862310,0,1,5/19/2016, 5:24:49 PM
3,6,,_,877501,,NextRound,5/19/2016, 5:25:05 PM
3,7,2,7_2_3,884350,1,2,5/19/2016, 5:25:11 PM
3,8,,_,903932,,NextRound,5/19/2016, 5:25:31 PM
3,9,5,5_6_7,911004,0,5,5/19/2016, 5:25:38 PM
3,10,,_,965410,,NextRound,5/19/2016, 5:26:32 PM
3,11,3,3_6_0,967753,0,3,5/19/2016, 5:26:35 PM
3,12,,_,974473,,NextRound,5/19/2016, 5:26:41 PM
3,13,4,1_2_4,980001,2,4,5/19/2016, 5:26:47 PM
3,14,,_,987665,,NextRound,5/19/2016, 5:26:55 PM
3,15,0,5_3_0,992569,2,0,5/19/2016, 5:27:00 PM
