game,stage,currentTarget,currentDistractors,timeSinceStart,choiceButton,choiceItem,date
0,-1,,_,22831,,NextRound,5/25/2016, 12:41:13 PM
0,0,,_,41558,,NextRound,5/25/2016, 12:41:32 PM
0,1,0,5_3_0,55630,2,0,5/25/2016, 12:41:46 PM
0,2,,_,69046,,NextRound,5/25/2016, 12:41:59 PM
0,3,7,4_7_2,78149,1,7,5/25/2016, 12:42:08 PM
0,4,,_,99693,,NextRound,5/25/2016, 12:42:30 PM
0,5,3,3_6_0,127388,1,6,5/25/2016, 12:42:58 PM
0,6,,_,145460,,NextRound,5/25/2016, 12:43:16 PM
0,7,1,1_0_3,156732,0,1,5/25/2016, 12:43:27 PM
0,8,,_,183467,,NextRound,5/25/2016, 12:43:54 PM
0,9,4,1_2_4,190859,2,4,5/25/2016, 12:44:01 PM
0,10,,_,208946,,NextRound,5/25/2016, 12:44:19 PM
0,11,2,7_2_3,220978,1,2,5/25/2016, 12:44:31 PM
0,12,,_,231170,,NextRound,5/25/2016, 12:44:41 PM
0,13,5,5_6_7,243321,0,5,5/25/2016, 12:44:54 PM
0,14,,_,258857,,NextRound,5/25/2016, 12:45:09 PM
0,15,6,7_6_2,269537,0,7,5/25/2016, 12:45:20 PM
1,-1,,_,278593,,NextRound,5/25/2016, 12:45:29 PM
1,0,,_,288161,,NextRound,5/25/2016, 12:45:38 PM
1,1,5,5_6_7,304881,1,6,5/25/2016, 12:45:55 PM
1,2,,_,325632,,NextRound,5/25/2016, 12:46:16 PM
1,3,3,3_6_0,341655,2,0,5/25/2016, 12:46:32 PM
1,4,,_,348935,,NextRound,5/25/2016, 12:46:39 PM
1,5,2,7_2_3,354119,1,2,5/25/2016, 12:46:44 PM
1,6,,_,364390,,NextRound,5/25/2016, 12:46:55 PM
1,7,1,1_0_3,370239,0,1,5/25/2016, 12:47:00 PM
1,8,,_,382575,,NextRound,5/25/2016, 12:47:13 PM
1,9,6,7_6_2,389542,1,6,5/25/2016, 12:47:20 PM
1,10,,_,396310,,NextRound,5/25/2016, 12:47:27 PM
1,11,7,4_7_2,401614,1,7,5/25/2016, 12:47:32 PM
1,12,,_,410870,,NextRound,5/25/2016, 12:47:41 PM
1,13,4,1_2_4,415758,2,4,5/25/2016, 12:47:46 PM
1,14,,_,421814,,NextRound,5/25/2016, 12:47:52 PM
1,15,0,5_3_0,426886,2,0,5/25/2016, 12:47:57 PM
2,-1,,_,431485,,NextRound,5/25/2016, 12:48:02 PM
2,0,,_,437469,,NextRound,5/25/2016, 12:48:08 PM
2,1,7,4_7_2,443661,0,4,5/25/2016, 12:48:14 PM
2,2,,_,451205,,NextRound,5/25/2016, 12:48:21 PM
2,3,6,7_6_2,455245,1,6,5/25/2016, 12:48:25 PM
2,4,,_,461549,,NextRound,5/25/2016, 12:48:32 PM
2,5,1,1_0_3,466445,0,1,5/25/2016, 12:48:37 PM
2,6,,_,472237,,NextRound,5/25/2016, 12:48:42 PM
2,7,2,7_2_3,479500,1,2,5/25/2016, 12:48:50 PM
2,8,,_,486052,,NextRound,5/25/2016, 12:48:56 PM
2,9,5,5_6_7,495460,0,5,5/25/2016, 12:49:06 PM
2,10,,_,502740,,NextRound,5/25/2016, 12:49:13 PM
2,11,3,3_6_0,508260,0,3,5/25/2016, 12:49:18 PM
2,12,,_,514804,,NextRound,5/25/2016, 12:49:25 PM
2,13,4,1_2_4,518604,2,4,5/25/2016, 12:49:29 PM
2,14,,_,527307,,NextRound,5/25/2016, 12:49:38 PM
2,15,0,5_3_0,535292,2,0,5/25/2016, 12:49:46 PM
3,-1,,_,538428,,NextRound,5/25/2016, 12:49:49 PM
3,0,,_,544091,,NextRound,5/25/2016, 12:49:54 PM
3,1,2,7_2_3,554739,1,2,5/25/2016, 12:50:05 PM
3,2,,_,560059,,NextRound,5/25/2016, 12:50:10 PM
3,3,0,5_3_0,564011,2,0,5/25/2016, 12:50:14 PM
3,4,,_,571074,,NextRound,5/25/2016, 12:50:21 PM
3,5,3,3_6_0,577082,0,3,5/25/2016, 12:50:27 PM
3,6,,_,585602,,NextRound,5/25/2016, 12:50:36 PM
3,7,7,4_7_2,590634,0,4,5/25/2016, 12:50:41 PM
3,8,,_,596891,,NextRound,5/25/2016, 12:50:47 PM
3,9,1,1_0_3,599738,0,1,5/25/2016, 12:50:50 PM
3,10,,_,607937,,NextRound,5/25/2016, 12:50:58 PM
3,11,6,7_6_2,612465,1,6,5/25/2016, 12:51:03 PM
3,12,,_,618065,,NextRound,5/25/2016, 12:51:08 PM
3,13,5,5_6_7,624905,0,5,5/25/2016, 12:51:15 PM
3,14,,_,631009,,NextRound,5/25/2016, 12:51:21 PM
3,15,4,1_2_4,634393,2,4,5/25/2016, 12:51:25 PM
