game,stage,currentTarget,currentDistractors,timeSinceStart,choiceButton,choiceItem,date
0,-1,,_,10160,,NextRound,5/9/2016, 11:14:32 AM
0,0,2,3_4_2,24994,2,2,5/9/2016, 11:14:47 AM
0,1,,_,46499,,NextRound,5/9/2016, 11:15:08 AM
0,2,3,5_4_3,59376,1,4,5/9/2016, 11:15:21 AM
0,3,,_,78461,,NextRound,5/9/2016, 11:15:40 AM
0,4,5,1_5_7,94297,1,5,5/9/2016, 11:15:56 AM
0,5,,_,119032,,NextRound,5/9/2016, 11:16:21 AM
0,6,7,0_7_5,126629,1,7,5/9/2016, 11:16:28 AM
0,7,,_,143393,,NextRound,5/9/2016, 11:16:45 AM
0,8,1,4_0_1,164503,1,0,5/9/2016, 11:17:06 AM
0,9,,_,185018,,NextRound,5/9/2016, 11:17:27 AM
0,10,4,6_4_5,203801,2,5,5/9/2016, 11:17:45 AM
0,11,,_,217571,,NextRound,5/9/2016, 11:17:59 AM
0,12,0,0_6_1,234138,0,0,5/9/2016, 11:18:16 AM
0,13,,_,245902,,NextRound,5/9/2016, 11:18:27 AM
0,14,6,6_1_2,260274,0,6,5/9/2016, 11:18:42 AM
0,15,,_,272100,,NextRound,5/9/2016, 11:18:54 AM
1,-1,,_,277568,,NextRound,5/9/2016, 11:18:59 AM
1,0,1,4_0_1,299402,2,1,5/9/2016, 11:19:21 AM
1,1,,_,313768,,NextRound,5/9/2016, 11:19:35 AM
1,2,6,6_1_2,322344,0,6,5/9/2016, 11:19:44 AM
1,3,,_,333311,,NextRound,5/9/2016, 11:19:55 AM
1,4,4,6_4_5,343588,1,4,5/9/2016, 11:20:05 AM
1,5,,_,351337,,NextRound,5/9/2016, 11:20:13 AM
1,6,2,3_4_2,362538,2,2,5/9/2016, 11:20:24 AM
1,7,,_,370625,,NextRound,5/9/2016, 11:20:32 AM
1,8,5,1_5_7,381850,1,5,5/9/2016, 11:20:43 AM
1,9,,_,399308,,NextRound,5/9/2016, 11:21:01 AM
1,10,3,5_4_3,408198,1,4,5/9/2016, 11:21:10 AM
1,11,,_,419768,,NextRound,5/9/2016, 11:21:21 AM
1,12,7,0_7_5,426892,1,7,5/9/2016, 11:21:28 AM
1,13,,_,440950,,NextRound,5/9/2016, 11:21:42 AM
1,14,0,0_6_1,448289,0,0,5/9/2016, 11:21:50 AM
1,15,,_,458215,,NextRound,5/9/2016, 11:22:00 AM
2,-1,,_,462423,,NextRound,5/9/2016, 11:22:04 AM
2,0,6,6_1_2,469975,0,6,5/9/2016, 11:22:12 AM
2,1,,_,479897,,NextRound,5/9/2016, 11:22:21 AM
2,2,2,3_4_2,490779,2,2,5/9/2016, 11:22:32 AM
2,3,,_,497093,,NextRound,5/9/2016, 11:22:39 AM
2,4,4,6_4_5,504733,1,4,5/9/2016, 11:22:46 AM
2,5,,_,511729,,NextRound,5/9/2016, 11:22:53 AM
2,6,5,1_5_7,521943,1,5,5/9/2016, 11:23:03 AM
2,7,,_,536747,,NextRound,5/9/2016, 11:23:18 AM
2,8,0,0_6_1,552039,0,0,5/9/2016, 11:23:34 AM
2,9,,_,562939,,NextRound,5/9/2016, 11:23:44 AM
2,10,1,4_0_1,583524,2,1,5/9/2016, 11:24:05 AM
2,11,,_,592303,,NextRound,5/9/2016, 11:24:14 AM
2,12,7,0_7_5,598103,1,7,5/9/2016, 11:24:20 AM
2,13,,_,608661,,NextRound,5/9/2016, 11:24:30 AM
2,14,3,5_4_3,614592,1,4,5/9/2016, 11:24:36 AM
2,15,,_,625478,,NextRound,5/9/2016, 11:24:47 AM
3,-1,,_,628812,,NextRound,5/9/2016, 11:24:50 AM
3,0,7,0_7_5,646495,1,7,5/9/2016, 11:25:08 AM
3,1,,_,660280,,NextRound,5/9/2016, 11:25:22 AM
3,2,4,6_4_5,670133,1,4,5/9/2016, 11:25:32 AM
3,3,,_,676362,,NextRound,5/9/2016, 11:25:38 AM
3,4,1,4_0_1,693062,1,0,5/9/2016, 11:25:55 AM
3,5,,_,703774,,NextRound,5/9/2016, 11:26:05 AM
3,6,5,1_5_7,715520,1,5,5/9/2016, 11:26:17 AM
3,7,,_,729644,,NextRound,5/9/2016, 11:26:31 AM
3,8,3,5_4_3,734843,1,4,5/9/2016, 11:26:36 AM
3,9,,_,746070,,NextRound,5/9/2016, 11:26:48 AM
3,10,2,3_4_2,755335,2,2,5/9/2016, 11:26:57 AM
3,11,,_,760856,,NextRound,5/9/2016, 11:27:02 AM
3,12,0,0_6_1,769172,0,0,5/9/2016, 11:27:11 AM
3,13,,_,780037,,NextRound,5/9/2016, 11:27:22 AM
3,14,6,6_1_2,787975,0,6,5/9/2016, 11:27:30 AM
3,15,,_,797681,,NextRound,5/9/2016, 11:27:39 AM
