game,stage,currentTarget,currentDistractors,timeSinceStart,choiceButton,choiceItem,date
0,-1,,_,11532,,NextRound,5/18/2016, 3:03:31 PM
0,0,,_,57139,,NextRound,5/18/2016, 3:04:17 PM
0,1,2,7_2_3,87108,1,2,5/18/2016, 3:04:47 PM
0,2,,_,102546,,NextRound,5/18/2016, 3:05:02 PM
0,3,0,5_3_0,130105,1,3,5/18/2016, 3:05:30 PM
0,4,,_,166697,,NextRound,5/18/2016, 3:06:06 PM
0,5,3,3_6_0,174385,0,3,5/18/2016, 3:06:14 PM
0,6,,_,183929,,NextRound,5/18/2016, 3:06:23 PM
0,7,7,4_7_2,194889,0,4,5/18/2016, 3:06:34 PM
0,8,,_,219392,,NextRound,5/18/2016, 3:06:59 PM
0,9,1,1_0_3,227848,0,1,5/18/2016, 3:07:07 PM
0,10,,_,245415,,NextRound,5/18/2016, 3:07:25 PM
0,11,6,7_6_2,255519,1,6,5/18/2016, 3:07:35 PM
0,12,,_,273871,,NextRound,5/18/2016, 3:07:53 PM
0,13,5,5_6_7,293143,0,5,5/18/2016, 3:08:13 PM
0,14,,_,310919,,NextRound,5/18/2016, 3:08:30 PM
0,15,4,1_2_4,324943,2,4,5/18/2016, 3:08:44 PM
1,-1,,_,328366,,NextRound,5/18/2016, 3:08:48 PM
1,0,,_,347766,,NextRound,5/18/2016, 3:09:07 PM
1,1,0,5_3_0,355550,0,5,5/18/2016, 3:09:15 PM
1,2,,_,362350,,NextRound,5/18/2016, 3:09:22 PM
1,3,7,4_7_2,375053,1,7,5/18/2016, 3:09:35 PM
1,4,,_,392172,,NextRound,5/18/2016, 3:09:52 PM
1,5,3,3_6_0,398420,0,3,5/18/2016, 3:09:58 PM
1,6,,_,408645,,NextRound,5/18/2016, 3:10:08 PM
1,7,1,1_0_3,411524,0,1,5/18/2016, 3:10:11 PM
1,8,,_,421020,,NextRound,5/18/2016, 3:10:21 PM
1,9,4,1_2_4,430723,1,2,5/18/2016, 3:10:30 PM
1,10,,_,437364,,NextRound,5/18/2016, 3:10:37 PM
1,11,2,7_2_3,441596,1,2,5/18/2016, 3:10:41 PM
1,12,,_,459315,,NextRound,5/18/2016, 3:10:59 PM
1,13,5,5_6_7,468299,0,5,5/18/2016, 3:11:08 PM
1,14,,_,475676,,NextRound,5/18/2016, 3:11:15 PM
1,15,6,7_6_2,484523,0,7,5/18/2016, 3:11:24 PM
2,-1,,_,487683,,NextRound,5/18/2016, 3:11:27 PM
2,0,,_,497203,,NextRound,5/18/2016, 3:11:37 PM
2,1,5,5_6_7,502306,0,5,5/18/2016, 3:11:42 PM
2,2,,_,511106,,NextRound,5/18/2016, 3:11:51 PM
2,3,3,3_6_0,513922,0,3,5/18/2016, 3:11:53 PM
2,4,,_,519050,,NextRound,5/18/2016, 3:11:59 PM
2,5,2,7_2_3,523714,1,2,5/18/2016, 3:12:03 PM
2,6,,_,531346,,NextRound,5/18/2016, 3:12:11 PM
2,7,1,1_0_3,533858,0,1,5/18/2016, 3:12:13 PM
2,8,,_,541498,,NextRound,5/18/2016, 3:12:21 PM
2,9,6,7_6_2,549538,0,7,5/18/2016, 3:12:29 PM
2,10,,_,555850,,NextRound,5/18/2016, 3:12:35 PM
2,11,7,4_7_2,562770,1,7,5/18/2016, 3:12:42 PM
2,12,,_,572641,,NextRound,5/18/2016, 3:12:52 PM
2,13,4,1_2_4,580513,2,4,5/18/2016, 3:13:00 PM
2,14,,_,590233,,NextRound,5/18/2016, 3:13:10 PM
2,15,0,5_3_0,596473,2,0,5/18/2016, 3:13:16 PM
3,-1,,_,598841,,NextRound,5/18/2016, 3:13:18 PM
3,0,,_,604369,,NextRound,5/18/2016, 3:13:24 PM
3,1,7,4_7_2,610905,1,7,5/18/2016, 3:13:30 PM
3,2,,_,616385,,NextRound,5/18/2016, 3:13:36 PM
3,3,6,7_6_2,623136,1,6,5/18/2016, 3:13:43 PM
3,4,,_,630392,,NextRound,5/18/2016, 3:13:50 PM
3,5,1,1_0_3,633034,0,1,5/18/2016, 3:13:53 PM
3,6,,_,656312,,NextRound,5/18/2016, 3:14:16 PM
3,7,2,7_2_3,659280,1,2,5/18/2016, 3:14:19 PM
3,8,,_,665088,,NextRound,5/18/2016, 3:14:25 PM
3,9,5,5_6_7,669951,0,5,5/18/2016, 3:14:29 PM
3,10,,_,685064,,NextRound,5/18/2016, 3:14:45 PM
3,11,3,3_6_0,690352,0,3,5/18/2016, 3:14:50 PM
3,12,,_,699847,,NextRound,5/18/2016, 3:14:59 PM
3,13,4,1_2_4,704472,2,4,5/18/2016, 3:15:04 PM
3,14,,_,713640,,NextRound,5/18/2016, 3:15:13 PM
3,15,0,5_3_0,718359,2,0,5/18/2016, 3:15:18 PM
