game,stage,currentTarget,currentDistractors,timeSinceStart,choiceButton,choiceItem,date
0,-1,,_,30538,,NextRound,5/27/2016, 12:43:37 PM
0,0,,_,142870,,NextRound,5/27/2016, 12:45:29 PM
0,1,0,5_3_0,162292,2,0,5/27/2016, 12:45:48 PM
0,2,,_,174340,,NextRound,5/27/2016, 12:46:01 PM
0,3,7,4_7_2,196779,0,4,5/27/2016, 12:46:23 PM
0,4,,_,224465,,NextRound,5/27/2016, 12:46:51 PM
0,5,3,3_6_0,232505,0,3,5/27/2016, 12:46:59 PM
0,6,,_,248849,,NextRound,5/27/2016, 12:47:15 PM
0,7,1,1_0_3,256016,0,1,5/27/2016, 12:47:22 PM
0,8,,_,264912,,NextRound,5/27/2016, 12:47:31 PM
0,9,4,1_2_4,274063,2,4,5/27/2016, 12:47:40 PM
0,10,,_,282223,,NextRound,5/27/2016, 12:47:48 PM
0,11,2,7_2_3,288047,1,2,5/27/2016, 12:47:54 PM
0,12,,_,299494,,NextRound,5/27/2016, 12:48:06 PM
0,13,5,5_6_7,309015,0,5,5/27/2016, 12:48:15 PM
0,14,,_,316942,,NextRound,5/27/2016, 12:48:23 PM
0,15,6,7_6_2,333094,1,6,5/27/2016, 12:48:39 PM
1,-1,,_,339980,,NextRound,5/27/2016, 12:48:46 PM
1,0,,_,354860,,NextRound,5/27/2016, 12:49:01 PM
1,1,5,5_6_7,361676,0,5,5/27/2016, 12:49:08 PM
1,2,,_,376932,,NextRound,5/27/2016, 12:49:23 PM
1,3,3,3_6_0,382747,0,3,5/27/2016, 12:49:29 PM
1,4,,_,390418,,NextRound,5/27/2016, 12:49:37 PM
1,5,2,7_2_3,397226,1,2,5/27/2016, 12:49:43 PM
1,6,,_,406099,,NextRound,5/27/2016, 12:49:52 PM
1,7,1,1_0_3,410706,0,1,5/27/2016, 12:49:57 PM
1,8,,_,419457,,NextRound,5/27/2016, 12:50:06 PM
1,9,6,7_6_2,427577,1,6,5/27/2016, 12:50:14 PM
1,10,,_,434560,,NextRound,5/27/2016, 12:50:21 PM
1,11,7,4_7_2,445000,1,7,5/27/2016, 12:50:31 PM
1,12,,_,451704,,NextRound,5/27/2016, 12:50:38 PM
1,13,4,1_2_4,456487,2,4,5/27/2016, 12:50:43 PM
1,14,,_,469999,,NextRound,5/27/2016, 12:50:56 PM
1,15,0,5_3_0,474975,2,0,5/27/2016, 12:51:01 PM
2,-1,,_,477735,,NextRound,5/27/2016, 12:51:04 PM
2,0,,_,486182,,NextRound,5/27/2016, 12:51:12 PM
2,1,7,4_7_2,491670,1,7,5/27/2016, 12:51:18 PM
2,2,,_,498086,,NextRound,5/27/2016, 12:51:24 PM
2,3,6,7_6_2,505621,1,6,5/27/2016, 12:51:32 PM
2,4,,_,512381,,NextRound,5/27/2016, 12:51:39 PM
2,5,1,1_0_3,516837,0,1,5/27/2016, 12:51:43 PM
2,6,,_,525221,,NextRound,5/27/2016, 12:51:51 PM
2,7,2,7_2_3,528924,1,2,5/27/2016, 12:51:55 PM
2,8,,_,535020,,NextRound,5/27/2016, 12:52:01 PM
2,9,5,5_6_7,538756,0,5,5/27/2016, 12:52:05 PM
2,10,,_,547572,,NextRound,5/27/2016, 12:52:14 PM
2,11,3,3_6_0,550835,0,3,5/27/2016, 12:52:17 PM
2,12,,_,555603,,NextRound,5/27/2016, 12:52:22 PM
2,13,4,1_2_4,560227,2,4,5/27/2016, 12:52:26 PM
2,14,,_,569851,,NextRound,5/27/2016, 12:52:36 PM
2,15,0,5_3_0,573570,2,0,5/27/2016, 12:52:40 PM
3,-1,,_,576162,,NextRound,5/27/2016, 12:52:42 PM
3,0,,_,581195,,NextRound,5/27/2016, 12:52:47 PM
3,1,2,7_2_3,585299,1,2,5/27/2016, 12:52:51 PM
3,2,,_,597433,,NextRound,5/27/2016, 12:53:04 PM
3,3,0,5_3_0,600905,2,0,5/27/2016, 12:53:07 PM
3,4,,_,612233,,NextRound,5/27/2016, 12:53:18 PM
3,5,3,3_6_0,616241,0,3,5/27/2016, 12:53:22 PM
3,6,,_,621248,,NextRound,5/27/2016, 12:53:27 PM
3,7,7,4_7_2,628695,1,7,5/27/2016, 12:53:35 PM
3,8,,_,635752,,NextRound,5/27/2016, 12:53:42 PM
3,9,1,1_0_3,638176,0,1,5/27/2016, 12:53:44 PM
3,10,,_,649543,,NextRound,5/27/2016, 12:53:56 PM
3,11,6,7_6_2,663519,1,6,5/27/2016, 12:54:10 PM
3,12,,_,674854,,NextRound,5/27/2016, 12:54:21 PM
3,13,5,5_6_7,679054,0,5,5/27/2016, 12:54:25 PM
3,14,,_,684198,,NextRound,5/27/2016, 12:54:30 PM
3,15,4,1_2_4,687614,2,4,5/27/2016, 12:54:34 PM
