game,stage,currentTarget,currentDistractors,timeSinceStart,choiceButton,choiceItem,date
0,-1,,_,37468,,NextRound,5/27/2016, 5:14:20 PM
0,0,,_,95058,,NextRound,5/27/2016, 5:15:18 PM
PrevRound
0,0,,_,122024,,NextRound,5/27/2016, 5:15:45 PM
0,1,0,5_3_0,124096,0,5,5/27/2016, 5:15:47 PM
0,2,,_,134271,,NextRound,5/27/2016, 5:15:57 PM
0,3,7,4_7_2,135911,0,4,5/27/2016, 5:15:59 PM
PrevRound
PrevRound
PrevRound
0,1,0,5_3_0,201717,0,5,5/27/2016, 5:17:04 PM
PrevRound
0,1,0,5_3_0,217644,2,0,5/27/2016, 5:17:20 PM
0,2,,_,222196,,NextRound,5/27/2016, 5:17:25 PM
PrevRound
0,2,,_,266298,,NextRound,5/27/2016, 5:18:09 PM
0,3,7,4_7_2,281514,1,7,5/27/2016, 5:18:24 PM
0,4,,_,290801,,NextRound,5/27/2016, 5:18:34 PM
PrevRound
0,4,,_,331831,,NextRound,5/27/2016, 5:19:15 PM
0,5,3,3_6_0,344694,1,6,5/27/2016, 5:19:27 PM
0,6,,_,372542,,NextRound,5/27/2016, 5:19:55 PM
0,7,1,1_0_3,396949,0,1,5/27/2016, 5:20:20 PM
0,8,,_,441347,,NextRound,5/27/2016, 5:21:04 PM
0,9,4,1_2_4,456890,2,4,5/27/2016, 5:21:20 PM
0,10,,_,498144,,NextRound,5/27/2016, 5:22:01 PM
0,11,2,7_2_3,524119,0,7,5/27/2016, 5:22:27 PM
0,12,,_,547870,,NextRound,5/27/2016, 5:22:51 PM
0,13,5,5_6_7,558933,2,7,5/27/2016, 5:23:02 PM
0,14,,_,585109,,NextRound,5/27/2016, 5:23:28 PM
0,15,6,7_6_2,607051,0,7,5/27/2016, 5:23:50 PM
1,-1,,_,644634,,NextRound,5/27/2016, 5:24:27 PM
1,0,,_,655905,,NextRound,5/27/2016, 5:24:39 PM
1,1,5,5_6_7,666737,2,7,5/27/2016, 5:24:49 PM
1,2,,_,683463,,NextRound,5/27/2016, 5:25:06 PM
1,3,3,3_6_0,692736,0,3,5/27/2016, 5:25:15 PM
1,4,,_,722143,,NextRound,5/27/2016, 5:25:45 PM
1,5,2,7_2_3,749869,1,2,5/27/2016, 5:26:13 PM
1,6,,_,774021,,NextRound,5/27/2016, 5:26:37 PM
1,7,1,1_0_3,797691,0,1,5/27/2016, 5:27:00 PM
1,8,,_,812226,,NextRound,5/27/2016, 5:27:15 PM
1,9,6,7_6_2,829330,1,6,5/27/2016, 5:27:32 PM
1,10,,_,860649,,NextRound,5/27/2016, 5:28:03 PM
1,11,7,4_7_2,869704,1,7,5/27/2016, 5:28:12 PM
1,12,,_,894239,,NextRound,5/27/2016, 5:28:37 PM
1,13,4,1_2_4,911759,2,4,5/27/2016, 5:28:54 PM
1,14,,_,936821,,NextRound,5/27/2016, 5:29:20 PM
1,15,0,5_3_0,950541,2,0,5/27/2016, 5:29:33 PM
2,-1,,_,965332,,NextRound,5/27/2016, 5:29:48 PM
2,0,,_,989819,,NextRound,5/27/2016, 5:30:13 PM
2,1,7,4_7_2,998282,1,7,5/27/2016, 5:30:21 PM
2,2,,_,1011650,,NextRound,5/27/2016, 5:30:34 PM
2,3,6,7_6_2,1025073,1,6,5/27/2016, 5:30:48 PM
2,4,,_,1043952,,NextRound,5/27/2016, 5:31:07 PM
2,5,1,1_0_3,1061055,0,1,5/27/2016, 5:31:24 PM
2,6,,_,1073327,,NextRound,5/27/2016, 5:31:36 PM
2,7,2,7_2_3,1097558,1,2,5/27/2016, 5:32:00 PM
2,8,,_,1122757,,NextRound,5/27/2016, 5:32:25 PM
2,9,5,5_6_7,1142356,0,5,5/27/2016, 5:32:45 PM
2,10,,_,1155563,,NextRound,5/27/2016, 5:32:58 PM
2,11,3,3_6_0,1160123,0,3,5/27/2016, 5:33:03 PM
2,12,,_,1175386,,NextRound,5/27/2016, 5:33:18 PM
2,13,4,1_2_4,1191658,2,4,5/27/2016, 5:33:34 PM
2,14,,_,1210410,,NextRound,5/27/2016, 5:33:53 PM
2,15,0,5_3_0,1224952,2,0,5/27/2016, 5:34:08 PM
3,-1,,_,1232832,,NextRound,5/27/2016, 5:34:16 PM
3,0,,_,1257247,,NextRound,5/27/2016, 5:34:40 PM
3,1,2,7_2_3,1273334,1,2,5/27/2016, 5:34:56 PM
3,2,,_,1293349,,NextRound,5/27/2016, 5:35:16 PM
3,3,0,5_3_0,1305037,2,0,5/27/2016, 5:35:28 PM
3,4,,_,1317532,,NextRound,5/27/2016, 5:35:40 PM
3,5,3,3_6_0,1327212,0,3,5/27/2016, 5:35:50 PM
3,6,,_,1347212,,NextRound,5/27/2016, 5:36:10 PM
3,7,7,4_7_2,1355747,1,7,5/27/2016, 5:36:18 PM
3,8,,_,1388121,,NextRound,5/27/2016, 5:36:51 PM
3,9,1,1_0_3,1403145,0,1,5/27/2016, 5:37:06 PM
3,10,,_,1417832,,NextRound,5/27/2016, 5:37:21 PM
3,11,6,7_6_2,1438591,1,6,5/27/2016, 5:37:41 PM
3,12,,_,1447791,,NextRound,5/27/2016, 5:37:51 PM
3,13,5,5_6_7,1460407,0,5,5/27/2016, 5:38:03 PM
3,14,,_,1476062,,NextRound,5/27/2016, 5:38:19 PM
3,15,4,1_2_4,1486413,2,4,5/27/2016, 5:38:29 PM
