game,stage,currentTarget,currentDistractors,timeSinceStart,choiceButton,choiceItem,date
0,-1,,_,46206,,NextRound,6/1/2016, 10:47:40 AM
0,0,,_,118028,,NextRound,6/1/2016, 10:48:51 AM
0,1,7,4_7_2,136532,0,4,6/1/2016, 10:49:10 AM
0,2,,_,171819,,NextRound,6/1/2016, 10:49:45 AM
0,3,6,7_6_2,203859,2,2,6/1/2016, 10:50:17 AM
0,4,,_,247361,,NextRound,6/1/2016, 10:51:01 AM
0,5,1,1_0_3,264593,0,1,6/1/2016, 10:51:18 AM
0,6,,_,306639,,NextRound,6/1/2016, 10:52:00 AM
0,7,2,7_2_3,345719,2,3,6/1/2016, 10:52:39 AM
0,8,,_,369638,,NextRound,6/1/2016, 10:53:03 AM
0,9,5,5_6_7,393662,1,6,6/1/2016, 10:53:27 AM
0,10,,_,440580,,NextRound,6/1/2016, 10:54:14 AM
0,11,3,3_6_0,454404,0,3,6/1/2016, 10:54:28 AM
0,12,,_,470892,,NextRound,6/1/2016, 10:54:44 AM
0,13,4,1_2_4,496644,2,4,6/1/2016, 10:55:10 AM
0,14,,_,521075,,NextRound,6/1/2016, 10:55:35 AM
0,15,0,5_3_0,541642,2,0,6/1/2016, 10:55:55 AM
1,-1,,_,550746,,NextRound,6/1/2016, 10:56:04 AM
1,0,,_,607897,,NextRound,6/1/2016, 10:57:01 AM
1,1,2,7_2_3,639864,1,2,6/1/2016, 10:57:33 AM
1,2,,_,657089,,NextRound,6/1/2016, 10:57:51 AM
1,3,0,5_3_0,673224,2,0,6/1/2016, 10:58:07 AM
1,4,,_,715878,,NextRound,6/1/2016, 10:58:49 AM
1,5,3,3_6_0,728646,0,3,6/1/2016, 10:59:02 AM
1,6,,_,748167,,NextRound,6/1/2016, 10:59:22 AM
1,7,7,4_7_2,763846,1,7,6/1/2016, 10:59:37 AM
1,8,,_,783085,,NextRound,6/1/2016, 10:59:57 AM
1,9,1,1_0_3,804285,0,1,6/1/2016, 11:00:18 AM
1,10,,_,825453,,NextRound,6/1/2016, 11:00:39 AM
1,11,6,7_6_2,843941,1,6,6/1/2016, 11:00:57 AM
1,12,,_,858860,,NextRound,6/1/2016, 11:01:12 AM
1,13,5,5_6_7,893363,1,6,6/1/2016, 11:01:47 AM
1,14,,_,909378,,NextRound,6/1/2016, 11:02:03 AM
1,15,4,1_2_4,930466,2,4,6/1/2016, 11:02:24 AM
2,-1,,_,946754,,NextRound,6/1/2016, 11:02:40 AM
2,0,,_,965881,,NextRound,6/1/2016, 11:02:59 AM
2,1,0,5_3_0,980169,2,0,6/1/2016, 11:03:14 AM
2,2,,_,1006290,,NextRound,6/1/2016, 11:03:40 AM
2,3,7,4_7_2,1020416,1,7,6/1/2016, 11:03:54 AM
2,4,,_,1050391,,NextRound,6/1/2016, 11:04:24 AM
2,5,3,3_6_0,1063376,0,3,6/1/2016, 11:04:37 AM
2,6,,_,1088407,,NextRound,6/1/2016, 11:05:02 AM
2,7,1,1_0_3,1107030,0,1,6/1/2016, 11:05:20 AM
2,8,,_,1119038,,NextRound,6/1/2016, 11:05:32 AM
2,9,4,1_2_4,1137045,2,4,6/1/2016, 11:05:51 AM
2,10,,_,1155613,,NextRound,6/1/2016, 11:06:09 AM
2,11,2,7_2_3,1178613,1,2,6/1/2016, 11:06:32 AM
2,12,,_,1192317,,NextRound,6/1/2016, 11:06:46 AM
2,13,5,5_6_7,1217452,1,6,6/1/2016, 11:07:11 AM
2,14,,_,1232939,,NextRound,6/1/2016, 11:07:26 AM
2,15,6,7_6_2,1256139,1,6,6/1/2016, 11:07:50 AM
3,-1,,_,1264810,,NextRound,6/1/2016, 11:07:58 AM
3,0,,_,1279963,,NextRound,6/1/2016, 11:08:13 AM
3,1,5,5_6_7,1298226,1,6,6/1/2016, 11:08:32 AM
3,2,,_,1333546,,NextRound,6/1/2016, 11:09:07 AM
3,3,3,3_6_0,1345273,0,3,6/1/2016, 11:09:19 AM
3,4,,_,1365057,,NextRound,6/1/2016, 11:09:39 AM
3,5,2,7_2_3,1380889,1,2,6/1/2016, 11:09:54 AM
3,6,,_,1404840,,NextRound,6/1/2016, 11:10:18 AM
3,7,1,1_0_3,1426215,0,1,6/1/2016, 11:10:40 AM
3,8,,_,1440583,,NextRound,6/1/2016, 11:10:54 AM
3,9,6,7_6_2,1460071,1,6,6/1/2016, 11:11:14 AM
3,10,,_,1482782,,NextRound,6/1/2016, 11:11:36 AM
3,11,7,4_7_2,1495470,1,7,6/1/2016, 11:11:49 AM
3,12,,_,1511070,,NextRound,6/1/2016, 11:12:05 AM
3,13,4,1_2_4,1523862,2,4,6/1/2016, 11:12:17 AM
3,14,,_,1537661,,NextRound,6/1/2016, 11:12:31 AM
3,15,0,5_3_0,1550677,2,0,6/1/2016, 11:12:44 AM
