game,stage,currentTarget,currentDistractors,timeSinceStart,choiceButton,choiceItem,date
0,-1,,_,19870,,NextRound,5/27/2016, 12:43:30 PM
0,0,6,6_1_2,33549,0,6,5/27/2016, 12:43:44 PM
0,1,,_,62963,,NextRound,5/27/2016, 12:44:13 PM
PrevRound
PrevRound
0,0,,_,135504,,NextRound,5/27/2016, 12:45:26 PM
0,1,,_,153344,,NextRound,5/27/2016, 12:45:44 PM
0,2,2,3_4_2,161383,2,2,5/27/2016, 12:45:52 PM
0,3,,_,187159,,NextRound,5/27/2016, 12:46:17 PM
0,4,4,6_4_5,211453,2,5,5/27/2016, 12:46:42 PM
0,5,,_,224756,,NextRound,5/27/2016, 12:46:55 PM
0,6,5,1_5_7,236524,2,7,5/27/2016, 12:47:07 PM
0,7,,_,247387,,NextRound,5/27/2016, 12:47:18 PM
0,8,0,0_6_1,251347,0,0,5/27/2016, 12:47:22 PM
0,9,,_,263899,,NextRound,5/27/2016, 12:47:34 PM
0,10,1,4_0_1,269690,2,1,5/27/2016, 12:47:40 PM
0,11,,_,278346,,NextRound,5/27/2016, 12:47:49 PM
0,12,7,0_7_5,287050,0,0,5/27/2016, 12:47:57 PM
0,13,,_,298945,,NextRound,5/27/2016, 12:48:09 PM
0,14,3,5_4_3,304954,2,3,5/27/2016, 12:48:15 PM
0,15,,_,322696,,NextRound,5/27/2016, 12:48:33 PM
1,-1,,_,334416,,NextRound,5/27/2016, 12:48:45 PM
1,0,7,0_7_5,342504,1,7,5/27/2016, 12:48:53 PM
1,1,,_,352943,,NextRound,5/27/2016, 12:49:03 PM
1,2,4,6_4_5,364576,0,6,5/27/2016, 12:49:15 PM
1,3,,_,373454,,NextRound,5/27/2016, 12:49:24 PM
1,4,1,4_0_1,378831,2,1,5/27/2016, 12:49:29 PM
1,5,,_,387310,,NextRound,5/27/2016, 12:49:38 PM
1,6,5,1_5_7,393294,1,5,5/27/2016, 12:49:44 PM
1,7,,_,400757,,NextRound,5/27/2016, 12:49:51 PM
1,8,3,5_4_3,407437,2,3,5/27/2016, 12:49:58 PM
1,9,,_,418229,,NextRound,5/27/2016, 12:50:08 PM
1,10,2,3_4_2,423093,2,2,5/27/2016, 12:50:13 PM
1,11,,_,435020,,NextRound,5/27/2016, 12:50:25 PM
1,12,0,0_6_1,439420,0,0,5/27/2016, 12:50:30 PM
1,13,,_,447276,,NextRound,5/27/2016, 12:50:38 PM
1,14,6,6_1_2,458316,0,6,5/27/2016, 12:50:49 PM
1,15,,_,464899,,NextRound,5/27/2016, 12:50:55 PM
2,-1,,_,467915,,NextRound,5/27/2016, 12:50:58 PM
2,0,2,3_4_2,474623,2,2,5/27/2016, 12:51:05 PM
2,1,,_,482009,,NextRound,5/27/2016, 12:51:12 PM
2,2,3,5_4_3,486306,2,3,5/27/2016, 12:51:17 PM
2,3,,_,495746,,NextRound,5/27/2016, 12:51:26 PM
2,4,5,1_5_7,500073,1,5,5/27/2016, 12:51:30 PM
2,5,,_,506929,,NextRound,5/27/2016, 12:51:37 PM
2,6,7,0_7_5,513601,1,7,5/27/2016, 12:51:44 PM
2,7,,_,519009,,NextRound,5/27/2016, 12:51:49 PM
2,8,1,4_0_1,523161,2,1,5/27/2016, 12:51:53 PM
2,9,,_,528953,,NextRound,5/27/2016, 12:51:59 PM
2,10,4,6_4_5,534800,2,5,5/27/2016, 12:52:05 PM
2,11,,_,540385,,NextRound,5/27/2016, 12:52:11 PM
2,12,0,0_6_1,544352,0,0,5/27/2016, 12:52:15 PM
2,13,,_,550535,,NextRound,5/27/2016, 12:52:21 PM
2,14,6,6_1_2,558343,0,6,5/27/2016, 12:52:29 PM
2,15,,_,564223,,NextRound,5/27/2016, 12:52:34 PM
3,-1,,_,566679,,NextRound,5/27/2016, 12:52:37 PM
3,0,1,4_0_1,570239,2,1,5/27/2016, 12:52:40 PM
3,1,,_,575103,,NextRound,5/27/2016, 12:52:45 PM
3,2,6,6_1_2,585246,0,6,5/27/2016, 12:52:55 PM
3,3,,_,591398,,NextRound,5/27/2016, 12:53:02 PM
3,4,4,6_4_5,600742,0,6,5/27/2016, 12:53:11 PM
3,5,,_,606533,,NextRound,5/27/2016, 12:53:17 PM
3,6,2,3_4_2,609798,2,2,5/27/2016, 12:53:20 PM
3,7,,_,618421,,NextRound,5/27/2016, 12:53:29 PM
3,8,5,1_5_7,622493,1,5,5/27/2016, 12:53:33 PM
3,9,,_,631332,,NextRound,5/27/2016, 12:53:42 PM
3,10,3,5_4_3,636956,2,3,5/27/2016, 12:53:47 PM
3,11,,_,653532,,NextRound,5/27/2016, 12:54:04 PM
3,12,7,0_7_5,662587,1,7,5/27/2016, 12:54:13 PM
3,13,,_,669651,,NextRound,5/27/2016, 12:54:20 PM
3,14,0,0_6_1,672132,0,0,5/27/2016, 12:54:22 PM
3,15,,_,677987,,NextRound,5/27/2016, 12:54:28 PM
