game,stage,currentTarget,currentDistractors,timeSinceStart,choiceButton,choiceItem,date
0,-1,,_,23509,,NextRound,5/18/2016, 2:43:21 PM
0,0,,_,81482,,NextRound,5/18/2016, 2:44:19 PM
0,1,2,7_2_3,107057,1,2,5/18/2016, 2:44:45 PM
0,2,,_,135009,,NextRound,5/18/2016, 2:45:13 PM
0,3,0,5_3_0,161464,2,0,5/18/2016, 2:45:39 PM
0,4,,_,186550,,NextRound,5/18/2016, 2:46:04 PM
0,5,3,3_6_0,201621,0,3,5/18/2016, 2:46:19 PM
0,6,,_,222725,,NextRound,5/18/2016, 2:46:40 PM
0,7,7,4_7_2,237428,1,7,5/18/2016, 2:46:55 PM
0,8,,_,265947,,NextRound,5/18/2016, 2:47:23 PM
0,9,1,1_0_3,288034,0,1,5/18/2016, 2:47:46 PM
0,10,,_,301994,,NextRound,5/18/2016, 2:48:00 PM
0,11,6,7_6_2,319769,1,6,5/18/2016, 2:48:17 PM
0,12,,_,340224,,NextRound,5/18/2016, 2:48:38 PM
0,13,5,5_6_7,352919,0,5,5/18/2016, 2:48:50 PM
0,14,,_,367599,,NextRound,5/18/2016, 2:49:05 PM
0,15,4,1_2_4,389030,2,4,5/18/2016, 2:49:27 PM
1,-1,,_,400469,,NextRound,5/18/2016, 2:49:38 PM
1,0,,_,414749,,NextRound,5/18/2016, 2:49:52 PM
1,1,0,5_3_0,429885,2,0,5/18/2016, 2:50:07 PM
1,2,,_,448036,,NextRound,5/18/2016, 2:50:26 PM
1,3,7,4_7_2,472187,1,7,5/18/2016, 2:50:50 PM
1,4,,_,487890,,NextRound,5/18/2016, 2:51:05 PM
1,5,3,3_6_0,499554,0,3,5/18/2016, 2:51:17 PM
1,6,,_,519176,,NextRound,5/18/2016, 2:51:37 PM
1,7,1,1_0_3,545431,0,1,5/18/2016, 2:52:03 PM
1,8,,_,555503,,NextRound,5/18/2016, 2:52:13 PM
1,9,4,1_2_4,576998,2,4,5/18/2016, 2:52:35 PM
1,10,,_,602901,,NextRound,5/18/2016, 2:53:00 PM
1,11,2,7_2_3,628788,1,2,5/18/2016, 2:53:26 PM
1,12,,_,641523,,NextRound,5/18/2016, 2:53:39 PM
1,13,5,5_6_7,653731,0,5,5/18/2016, 2:53:51 PM
1,14,,_,676938,,NextRound,5/18/2016, 2:54:14 PM
1,15,6,7_6_2,691353,1,6,5/18/2016, 2:54:29 PM
2,-1,,_,696866,,NextRound,5/18/2016, 2:54:34 PM
2,0,,_,709857,,NextRound,5/18/2016, 2:54:47 PM
2,1,5,5_6_7,720705,0,5,5/18/2016, 2:54:58 PM
2,2,,_,732840,,NextRound,5/18/2016, 2:55:10 PM
2,3,3,3_6_0,740080,0,3,5/18/2016, 2:55:18 PM
2,4,,_,755543,,NextRound,5/18/2016, 2:55:33 PM
2,5,2,7_2_3,775134,1,2,5/18/2016, 2:55:53 PM
2,6,,_,801181,,NextRound,5/18/2016, 2:56:19 PM
2,7,1,1_0_3,820589,0,1,5/18/2016, 2:56:38 PM
2,8,,_,830324,,NextRound,5/18/2016, 2:56:48 PM
2,9,6,7_6_2,845188,1,6,5/18/2016, 2:57:03 PM
2,10,,_,857668,,NextRound,5/18/2016, 2:57:15 PM
2,11,7,4_7_2,871979,1,7,5/18/2016, 2:57:30 PM
2,12,,_,881058,,NextRound,5/18/2016, 2:57:39 PM
2,13,4,1_2_4,902185,0,1,5/18/2016, 2:58:00 PM
2,14,,_,914969,,NextRound,5/18/2016, 2:58:13 PM
2,15,0,5_3_0,928553,2,0,5/18/2016, 2:58:26 PM
3,-1,,_,934288,,NextRound,5/18/2016, 2:58:32 PM
3,0,,_,948504,,NextRound,5/18/2016, 2:58:46 PM
3,1,7,4_7_2,961991,1,7,5/18/2016, 2:59:00 PM
3,2,,_,971327,,NextRound,5/18/2016, 2:59:09 PM
3,3,6,7_6_2,980599,1,6,5/18/2016, 2:59:18 PM
3,4,,_,993766,,NextRound,5/18/2016, 2:59:31 PM
3,5,1,1_0_3,1010277,0,1,5/18/2016, 2:59:48 PM
3,6,,_,1019045,,NextRound,5/18/2016, 2:59:57 PM
3,7,2,7_2_3,1031180,1,2,5/18/2016, 3:00:09 PM
3,8,,_,1047220,,NextRound,5/18/2016, 3:00:25 PM
3,9,5,5_6_7,1060059,0,5,5/18/2016, 3:00:38 PM
3,10,,_,1067779,,NextRound,5/18/2016, 3:00:45 PM
3,11,3,3_6_0,1073475,0,3,5/18/2016, 3:00:51 PM
3,12,,_,1081954,,NextRound,5/18/2016, 3:00:59 PM
3,13,4,1_2_4,1095707,2,4,5/18/2016, 3:01:13 PM
3,14,,_,1105466,,NextRound,5/18/2016, 3:01:23 PM
3,15,0,5_3_0,1118049,2,0,5/18/2016, 3:01:36 PM
