game,stage,currentTarget,currentDistractors,timeSinceStart,choiceButton,choiceItem,date
0,-1,,_,28172,,NextRound,5/19/2016, 5:28:11 PM
0,0,,_,38203,,NextRound,5/19/2016, 5:28:21 PM
0,1,2,7_2_3,118489,1,2,5/19/2016, 5:29:42 PM
0,2,,_,157230,,NextRound,5/19/2016, 5:30:20 PM
0,3,0,5_3_0,171190,0,5,5/19/2016, 5:30:34 PM
0,4,,_,175173,,NextRound,5/19/2016, 5:30:38 PM
PrevRound
0,4,,_,233099,,NextRound,5/19/2016, 5:31:36 PM
0,5,3,3_6_0,246787,0,3,5/19/2016, 5:31:50 PM
0,6,,_,274537,,NextRound,5/19/2016, 5:32:18 PM
0,7,7,4_7_2,285889,1,7,5/19/2016, 5:32:29 PM
0,8,,_,295833,,NextRound,5/19/2016, 5:32:39 PM
0,9,1,1_0_3,299984,0,1,5/19/2016, 5:32:43 PM
0,10,,_,313169,,NextRound,5/19/2016, 5:32:56 PM
0,11,6,7_6_2,322288,1,6,5/19/2016, 5:33:06 PM
0,12,,_,330264,,NextRound,5/19/2016, 5:33:13 PM
0,13,5,5_6_7,334311,0,5,5/19/2016, 5:33:18 PM
0,14,,_,341495,,NextRound,5/19/2016, 5:33:25 PM
0,15,4,1_2_4,377318,2,4,5/19/2016, 5:34:01 PM
1,-1,,_,381805,,NextRound,5/19/2016, 5:34:05 PM
1,0,,_,389269,,NextRound,5/19/2016, 5:34:12 PM
1,1,0,5_3_0,396797,2,0,5/19/2016, 5:34:20 PM
1,2,,_,407661,,NextRound,5/19/2016, 5:34:31 PM
1,3,7,4_7_2,420308,1,7,5/19/2016, 5:34:44 PM
1,4,,_,428588,,NextRound,5/19/2016, 5:34:52 PM
1,5,3,3_6_0,441867,0,3,5/19/2016, 5:35:05 PM
1,6,,_,451603,,NextRound,5/19/2016, 5:35:15 PM
1,7,1,1_0_3,456875,0,1,5/19/2016, 5:35:20 PM
1,8,,_,466698,,NextRound,5/19/2016, 5:35:30 PM
1,9,4,1_2_4,484401,2,4,5/19/2016, 5:35:48 PM
1,10,,_,489065,,NextRound,5/19/2016, 5:35:52 PM
1,11,2,7_2_3,494810,1,2,5/19/2016, 5:35:58 PM
1,12,,_,502241,,NextRound,5/19/2016, 5:36:05 PM
1,13,5,5_6_7,509520,0,5,5/19/2016, 5:36:13 PM
1,14,,_,516848,,NextRound,5/19/2016, 5:36:20 PM
1,15,6,7_6_2,525072,1,6,5/19/2016, 5:36:28 PM
2,-1,,_,528567,,NextRound,5/19/2016, 5:36:32 PM
2,0,,_,537759,,NextRound,5/19/2016, 5:36:41 PM
2,1,5,5_6_7,543863,0,5,5/19/2016, 5:36:47 PM
2,2,,_,561142,,NextRound,5/19/2016, 5:37:04 PM
2,3,3,3_6_0,566102,0,3,5/19/2016, 5:37:09 PM
2,4,,_,570830,,NextRound,5/19/2016, 5:37:14 PM
2,5,2,7_2_3,585053,1,2,5/19/2016, 5:37:28 PM
2,6,,_,589541,,NextRound,5/19/2016, 5:37:33 PM
2,7,1,1_0_3,594885,0,1,5/19/2016, 5:37:38 PM
2,8,,_,601013,,NextRound,5/19/2016, 5:37:44 PM
2,9,6,7_6_2,607134,1,6,5/19/2016, 5:37:50 PM
2,10,,_,614125,,NextRound,5/19/2016, 5:37:57 PM
2,11,7,4_7_2,626932,0,4,5/19/2016, 5:38:10 PM
2,12,,_,632564,,NextRound,5/19/2016, 5:38:16 PM
2,13,4,1_2_4,639667,1,2,5/19/2016, 5:38:23 PM
2,14,,_,647299,,NextRound,5/19/2016, 5:38:31 PM
2,15,0,5_3_0,652755,2,0,5/19/2016, 5:38:36 PM
3,-1,,_,655651,,NextRound,5/19/2016, 5:38:39 PM
3,0,,_,661891,,NextRound,5/19/2016, 5:38:45 PM
3,1,7,4_7_2,673986,0,4,5/19/2016, 5:38:57 PM
3,2,,_,685850,,NextRound,5/19/2016, 5:39:09 PM
3,3,6,7_6_2,693425,1,6,5/19/2016, 5:39:17 PM
3,4,,_,697770,,NextRound,5/19/2016, 5:39:21 PM
3,5,1,1_0_3,702441,0,1,5/19/2016, 5:39:26 PM
3,6,,_,708961,,NextRound,5/19/2016, 5:39:32 PM
3,7,2,7_2_3,718136,1,2,5/19/2016, 5:39:41 PM
3,8,,_,722576,,NextRound,5/19/2016, 5:39:46 PM
3,9,5,5_6_7,726481,0,5,5/19/2016, 5:39:50 PM
3,10,,_,734256,,NextRound,5/19/2016, 5:39:57 PM
3,11,3,3_6_0,739752,0,3,5/19/2016, 5:40:03 PM
3,12,,_,746887,,NextRound,5/19/2016, 5:40:10 PM
3,13,4,1_2_4,762167,2,4,5/19/2016, 5:40:25 PM
3,14,,_,778646,,NextRound,5/19/2016, 5:40:42 PM
3,15,0,5_3_0,785942,2,0,5/19/2016, 5:40:49 PM
