game,stage,currentTarget,currentDistractors,timeSinceStart,choiceButton,choiceItem,date
0,-1,,_,45064,,NextRound,5/18/2016, 10:17:22 AM
0,0,7,0_7_5,61008,2,5,5/18/2016, 10:17:38 AM
0,1,,_,91223,,NextRound,5/18/2016, 10:18:08 AM
0,2,4,6_4_5,119871,1,4,5/18/2016, 10:18:37 AM
0,3,,_,135215,,NextRound,5/18/2016, 10:18:52 AM
0,4,1,4_0_1,154254,1,0,5/18/2016, 10:19:11 AM
0,5,,_,157198,,NextRound,5/18/2016, 10:19:14 AM
PrevRound
0,5,,_,219597,,NextRound,5/18/2016, 10:20:17 AM
0,6,5,1_5_7,234509,1,5,5/18/2016, 10:20:32 AM
0,7,,_,261908,,NextRound,5/18/2016, 10:20:59 AM
0,8,3,5_4_3,269556,2,3,5/18/2016, 10:21:07 AM
0,9,,_,302620,,NextRound,5/18/2016, 10:21:40 AM
0,10,2,3_4_2,327419,2,2,5/18/2016, 10:22:04 AM
0,11,,_,343987,,NextRound,5/18/2016, 10:22:21 AM
0,12,0,0_6_1,355099,0,0,5/18/2016, 10:22:32 AM
0,13,,_,373234,,NextRound,5/18/2016, 10:22:50 AM
0,14,6,6_1_2,392019,2,2,5/18/2016, 10:23:09 AM
0,15,,_,407378,,NextRound,5/18/2016, 10:23:24 AM
1,-1,,_,413898,,NextRound,5/18/2016, 10:23:31 AM
1,0,2,3_4_2,455785,1,4,5/18/2016, 10:24:13 AM
1,1,,_,467593,,NextRound,5/18/2016, 10:24:25 AM
1,2,3,5_4_3,476401,2,3,5/18/2016, 10:24:33 AM
1,3,,_,497336,,NextRound,5/18/2016, 10:24:54 AM
1,4,5,1_5_7,521800,1,5,5/18/2016, 10:25:19 AM
1,5,,_,556888,,NextRound,5/18/2016, 10:25:54 AM
1,6,7,0_7_5,568191,1,7,5/18/2016, 10:26:05 AM
1,7,,_,592095,,NextRound,5/18/2016, 10:26:29 AM
1,8,1,4_0_1,611998,1,0,5/18/2016, 10:26:49 AM
1,9,,_,622638,,NextRound,5/18/2016, 10:27:00 AM
1,10,4,6_4_5,639382,0,6,5/18/2016, 10:27:16 AM
1,11,,_,644367,,NextRound,5/18/2016, 10:27:21 AM
1,12,0,0_6_1,656934,0,0,5/18/2016, 10:27:34 AM
1,13,,_,670013,,NextRound,5/18/2016, 10:27:47 AM
1,14,6,6_1_2,691381,2,2,5/18/2016, 10:28:08 AM
1,15,,_,699390,,NextRound,5/18/2016, 10:28:16 AM
2,-1,,_,709397,,NextRound,5/18/2016, 10:28:26 AM
2,0,1,4_0_1,739869,2,1,5/18/2016, 10:28:57 AM
2,1,,_,750844,,NextRound,5/18/2016, 10:29:08 AM
2,2,6,6_1_2,767204,2,2,5/18/2016, 10:29:24 AM
2,3,,_,774867,,NextRound,5/18/2016, 10:29:32 AM
2,4,4,6_4_5,783739,0,6,5/18/2016, 10:29:41 AM
2,5,,_,789267,,NextRound,5/18/2016, 10:29:46 AM
2,6,2,3_4_2,805395,2,2,5/18/2016, 10:30:02 AM
2,7,,_,815659,,NextRound,5/18/2016, 10:30:13 AM
2,8,5,1_5_7,835203,0,1,5/18/2016, 10:30:32 AM
2,9,,_,839026,,NextRound,5/18/2016, 10:30:36 AM
PrevRound
2,9,,_,868458,,NextRound,5/18/2016, 10:31:05 AM
2,10,3,5_4_3,892817,2,3,5/18/2016, 10:31:30 AM
2,11,,_,903929,,NextRound,5/18/2016, 10:31:41 AM
2,12,7,0_7_5,943297,2,5,5/18/2016, 10:32:20 AM
2,13,,_,949465,,NextRound,5/18/2016, 10:32:26 AM
2,14,0,0_6_1,952433,0,0,5/18/2016, 10:32:29 AM
2,15,,_,961800,,NextRound,5/18/2016, 10:32:39 AM
3,-1,,_,970048,,NextRound,5/18/2016, 10:32:47 AM
3,0,6,6_1_2,995288,0,6,5/18/2016, 10:33:12 AM
3,1,,_,1001576,,NextRound,5/18/2016, 10:33:19 AM
3,2,2,3_4_2,1012415,2,2,5/18/2016, 10:33:29 AM
3,3,,_,1019055,,NextRound,5/18/2016, 10:33:36 AM
3,4,4,6_4_5,1036728,0,6,5/18/2016, 10:33:54 AM
3,5,,_,1043207,,NextRound,5/18/2016, 10:34:00 AM
3,6,5,1_5_7,1049431,1,5,5/18/2016, 10:34:06 AM
3,7,,_,1066047,,NextRound,5/18/2016, 10:34:23 AM
3,8,0,0_6_1,1072374,0,0,5/18/2016, 10:34:29 AM
3,9,,_,1082622,,NextRound,5/18/2016, 10:34:40 AM
3,10,1,4_0_1,1097910,2,1,5/18/2016, 10:34:55 AM
3,11,,_,1106814,,NextRound,5/18/2016, 10:35:04 AM
3,12,7,0_7_5,1116302,1,7,5/18/2016, 10:35:13 AM
3,13,,_,1122814,,NextRound,5/18/2016, 10:35:20 AM
3,14,3,5_4_3,1130318,2,3,5/18/2016, 10:35:27 AM
3,15,,_,1141182,,NextRound,5/18/2016, 10:35:38 AM
