game,stage,currentTarget,currentDistractors,timeSinceStart,choiceButton,choiceItem,date
0,-1,,_,21036,,NextRound,5/19/2016, 11:27:11 AM
0,0,1,4_0_1,34219,2,1,5/19/2016, 11:27:24 AM
0,1,,_,54578,,NextRound,5/19/2016, 11:27:45 AM
0,2,6,6_1_2,103376,0,6,5/19/2016, 11:28:34 AM
0,3,,_,114320,,NextRound,5/19/2016, 11:28:45 AM
0,4,4,6_4_5,141111,0,6,5/19/2016, 11:29:11 AM
0,5,,_,154959,,NextRound,5/19/2016, 11:29:25 AM
0,6,2,3_4_2,166678,0,3,5/19/2016, 11:29:37 AM
0,7,,_,177342,,NextRound,5/19/2016, 11:29:48 AM
0,8,5,1_5_7,186438,1,5,5/19/2016, 11:29:57 AM
0,9,,_,195510,,NextRound,5/19/2016, 11:30:06 AM
0,10,3,5_4_3,204430,2,3,5/19/2016, 11:30:15 AM
0,11,,_,214606,,NextRound,5/19/2016, 11:30:25 AM
0,12,7,0_7_5,223205,0,0,5/19/2016, 11:30:33 AM
0,13,,_,233348,,NextRound,5/19/2016, 11:30:44 AM
0,14,0,0_6_1,242948,1,6,5/19/2016, 11:30:53 AM
0,15,,_,253212,,NextRound,5/19/2016, 11:31:03 AM
1,-1,,_,260996,,NextRound,5/19/2016, 11:31:11 AM
1,0,6,6_1_2,278827,0,6,5/19/2016, 11:31:29 AM
1,1,,_,284059,,NextRound,5/19/2016, 11:31:34 AM
1,2,2,3_4_2,293411,0,3,5/19/2016, 11:31:44 AM
1,3,,_,305139,,NextRound,5/19/2016, 11:31:55 AM
1,4,4,6_4_5,317122,1,4,5/19/2016, 11:32:07 AM
1,5,,_,326186,,NextRound,5/19/2016, 11:32:16 AM
1,6,5,1_5_7,334073,1,5,5/19/2016, 11:32:24 AM
1,7,,_,340201,,NextRound,5/19/2016, 11:32:30 AM
1,8,0,0_6_1,356177,0,0,5/19/2016, 11:32:46 AM
1,9,,_,363817,,NextRound,5/19/2016, 11:32:54 AM
1,10,1,4_0_1,370864,2,1,5/19/2016, 11:33:01 AM
1,11,,_,381976,,NextRound,5/19/2016, 11:33:12 AM
1,12,7,0_7_5,389352,1,7,5/19/2016, 11:33:20 AM
1,13,,_,397504,,NextRound,5/19/2016, 11:33:28 AM
1,14,3,5_4_3,406671,2,3,5/19/2016, 11:33:37 AM
1,15,,_,415063,,NextRound,5/19/2016, 11:33:45 AM
2,-1,,_,419511,,NextRound,5/19/2016, 11:33:50 AM
2,0,7,0_7_5,429191,1,7,5/19/2016, 11:33:59 AM
2,1,,_,435198,,NextRound,5/19/2016, 11:34:05 AM
2,2,4,6_4_5,443094,1,4,5/19/2016, 11:34:13 AM
2,3,,_,449070,,NextRound,5/19/2016, 11:34:19 AM
2,4,1,4_0_1,456278,2,1,5/19/2016, 11:34:26 AM
2,5,,_,463086,,NextRound,5/19/2016, 11:34:33 AM
2,6,5,1_5_7,469445,1,5,5/19/2016, 11:34:40 AM
2,7,,_,475645,,NextRound,5/19/2016, 11:34:46 AM
2,8,3,5_4_3,484182,2,3,5/19/2016, 11:34:54 AM
2,9,,_,491661,,NextRound,5/19/2016, 11:35:02 AM
2,10,2,3_4_2,501196,2,2,5/19/2016, 11:35:11 AM
2,11,,_,509252,,NextRound,5/19/2016, 11:35:19 AM
2,12,0,0_6_1,517324,0,0,5/19/2016, 11:35:28 AM
2,13,,_,524532,,NextRound,5/19/2016, 11:35:35 AM
2,14,6,6_1_2,533100,0,6,5/19/2016, 11:35:43 AM
2,15,,_,538675,,NextRound,5/19/2016, 11:35:49 AM
3,-1,,_,543027,,NextRound,5/19/2016, 11:35:53 AM
3,0,2,3_4_2,553099,2,2,5/19/2016, 11:36:03 AM
3,1,,_,558419,,NextRound,5/19/2016, 11:36:09 AM
3,2,3,5_4_3,569066,2,3,5/19/2016, 11:36:19 AM
3,3,,_,576483,,NextRound,5/19/2016, 11:36:27 AM
3,4,5,1_5_7,586291,1,5,5/19/2016, 11:36:36 AM
3,5,,_,594322,,NextRound,5/19/2016, 11:36:45 AM
3,6,7,0_7_5,603370,1,7,5/19/2016, 11:36:54 AM
3,7,,_,612137,,NextRound,5/19/2016, 11:37:02 AM
3,8,1,4_0_1,619433,2,1,5/19/2016, 11:37:10 AM
3,9,,_,627129,,NextRound,5/19/2016, 11:37:17 AM
3,10,4,6_4_5,637712,1,4,5/19/2016, 11:37:28 AM
3,11,,_,644384,,NextRound,5/19/2016, 11:37:35 AM
3,12,0,0_6_1,652216,0,0,5/19/2016, 11:37:42 AM
3,13,,_,659664,,NextRound,5/19/2016, 11:37:50 AM
3,14,6,6_1_2,667720,0,6,5/19/2016, 11:37:58 AM
3,15,,_,674295,,NextRound,5/19/2016, 11:38:04 AM
