game,stage,currentTarget,currentDistractors,timeSinceStart,choiceButton,choiceItem,date
0,-1,,_,44699,,NextRound,5/26/2016, 5:11:37 PM
0,0,6,6_1_2,67074,0,6,5/26/2016, 5:11:59 PM
0,1,,_,89009,,NextRound,5/26/2016, 5:12:21 PM
0,2,2,3_4_2,111833,2,2,5/26/2016, 5:12:44 PM
0,3,,_,130560,,NextRound,5/26/2016, 5:13:03 PM
0,4,4,6_4_5,147903,1,4,5/26/2016, 5:13:20 PM
0,5,,_,160231,,NextRound,5/26/2016, 5:13:32 PM
0,6,5,1_5_7,202734,0,1,5/26/2016, 5:14:15 PM
0,7,,_,221534,,NextRound,5/26/2016, 5:14:34 PM
0,8,0,0_6_1,235381,0,0,5/26/2016, 5:14:47 PM
0,9,,_,262021,,NextRound,5/26/2016, 5:15:14 PM
0,10,1,4_0_1,287796,2,1,5/26/2016, 5:15:40 PM
0,11,,_,308603,,NextRound,5/26/2016, 5:16:01 PM
0,12,7,0_7_5,317835,1,7,5/26/2016, 5:16:10 PM
0,13,,_,335195,,NextRound,5/26/2016, 5:16:27 PM
0,14,3,5_4_3,343891,2,3,5/26/2016, 5:16:36 PM
0,15,,_,382529,,NextRound,5/26/2016, 5:17:15 PM
1,-1,,_,416225,,NextRound,5/26/2016, 5:17:48 PM
1,0,7,0_7_5,422816,1,7,5/26/2016, 5:17:55 PM
1,1,,_,436969,,NextRound,5/26/2016, 5:18:09 PM
1,2,4,6_4_5,451120,1,4,5/26/2016, 5:18:23 PM
1,3,,_,461927,,NextRound,5/26/2016, 5:18:34 PM
1,4,1,4_0_1,479335,2,1,5/26/2016, 5:18:51 PM
1,5,,_,496247,,NextRound,5/26/2016, 5:19:08 PM
1,6,5,1_5_7,508366,1,5,5/26/2016, 5:19:20 PM
1,7,,_,527670,,NextRound,5/26/2016, 5:19:40 PM
1,8,3,5_4_3,536494,2,3,5/26/2016, 5:19:48 PM
1,9,,_,558165,,NextRound,5/26/2016, 5:20:10 PM
1,10,2,3_4_2,569741,2,2,5/26/2016, 5:20:22 PM
1,11,,_,583388,,NextRound,5/26/2016, 5:20:35 PM
1,12,0,0_6_1,590748,0,0,5/26/2016, 5:20:43 PM
1,13,,_,607428,,NextRound,5/26/2016, 5:20:59 PM
1,14,6,6_1_2,633115,0,6,5/26/2016, 5:21:25 PM
1,15,,_,650939,,NextRound,5/26/2016, 5:21:43 PM
2,-1,,_,659626,,NextRound,5/26/2016, 5:21:52 PM
2,0,2,3_4_2,665107,2,2,5/26/2016, 5:21:57 PM
2,1,,_,680914,,NextRound,5/26/2016, 5:22:13 PM
2,2,3,5_4_3,686562,2,3,5/26/2016, 5:22:19 PM
2,3,,_,703218,,NextRound,5/26/2016, 5:22:35 PM
2,4,5,1_5_7,732361,0,1,5/26/2016, 5:23:04 PM
2,5,,_,751448,,NextRound,5/26/2016, 5:23:23 PM
2,6,7,0_7_5,759728,1,7,5/26/2016, 5:23:32 PM
2,7,,_,772664,,NextRound,5/26/2016, 5:23:45 PM
2,8,1,4_0_1,792055,2,1,5/26/2016, 5:24:04 PM
2,9,,_,809359,,NextRound,5/26/2016, 5:24:21 PM
2,10,4,6_4_5,824734,1,4,5/26/2016, 5:24:37 PM
2,11,,_,837406,,NextRound,5/26/2016, 5:24:49 PM
2,12,0,0_6_1,844822,0,0,5/26/2016, 5:24:57 PM
2,13,,_,882461,,NextRound,5/26/2016, 5:25:34 PM
2,14,6,6_1_2,899812,0,6,5/26/2016, 5:25:52 PM
2,15,,_,911340,,NextRound,5/26/2016, 5:26:03 PM
3,-1,,_,922460,,NextRound,5/26/2016, 5:26:14 PM
3,0,1,4_0_1,928548,2,1,5/26/2016, 5:26:21 PM
3,1,,_,943307,,NextRound,5/26/2016, 5:26:35 PM
3,2,6,6_1_2,952139,0,6,5/26/2016, 5:26:44 PM
3,3,,_,964155,,NextRound,5/26/2016, 5:26:56 PM
3,4,4,6_4_5,985130,1,4,5/26/2016, 5:27:17 PM
3,5,,_,995890,,NextRound,5/26/2016, 5:27:28 PM
3,6,2,3_4_2,1003801,2,2,5/26/2016, 5:27:36 PM
3,7,,_,1017177,,NextRound,5/26/2016, 5:27:49 PM
3,8,5,1_5_7,1031009,0,1,5/26/2016, 5:28:03 PM
3,9,,_,1059640,,NextRound,5/26/2016, 5:28:32 PM
3,10,3,5_4_3,1067240,2,3,5/26/2016, 5:28:39 PM
3,11,,_,1085823,,NextRound,5/26/2016, 5:28:58 PM
3,12,7,0_7_5,1094367,1,7,5/26/2016, 5:29:06 PM
3,13,,_,1120127,,NextRound,5/26/2016, 5:29:32 PM
3,14,0,0_6_1,1126966,0,0,5/26/2016, 5:29:39 PM
3,15,,_,1142574,,NextRound,5/26/2016, 5:29:55 PM
