game,stage,currentTarget,currentDistractors,timeSinceStart,choiceButton,choiceItem,date
0,-1,,_,30151,,NextRound,5/18/2016, 10:37:18 AM
0,0,7,0_7_5,49471,1,7,5/18/2016, 10:37:38 AM
0,1,,_,50847,,NextRound,5/18/2016, 10:37:39 AM
PrevRound
0,1,,_,84246,,NextRound,5/18/2016, 10:38:12 AM
0,2,4,6_4_5,113405,1,4,5/18/2016, 10:38:41 AM
0,3,,_,123293,,NextRound,5/18/2016, 10:38:51 AM
0,4,1,4_0_1,138541,2,1,5/18/2016, 10:39:07 AM
0,5,,_,157070,,NextRound,5/18/2016, 10:39:25 AM
0,6,5,1_5_7,171116,1,5,5/18/2016, 10:39:39 AM
0,7,,_,179180,,NextRound,5/18/2016, 10:39:47 AM
0,8,3,5_4_3,207427,2,3,5/18/2016, 10:40:15 AM
0,9,,_,224947,,NextRound,5/18/2016, 10:40:33 AM
0,10,2,3_4_2,242666,2,2,5/18/2016, 10:40:51 AM
0,11,,_,261794,,NextRound,5/18/2016, 10:41:10 AM
0,12,0,0_6_1,283714,0,0,5/18/2016, 10:41:32 AM
0,13,,_,297625,,NextRound,5/18/2016, 10:41:46 AM
0,14,6,6_1_2,309073,0,6,5/18/2016, 10:41:57 AM
0,15,,_,318809,,NextRound,5/18/2016, 10:42:07 AM
1,-1,,_,322585,,NextRound,5/18/2016, 10:42:11 AM
1,0,2,3_4_2,335097,2,2,5/18/2016, 10:42:23 AM
1,1,,_,352016,,NextRound,5/18/2016, 10:42:40 AM
1,2,3,5_4_3,362584,2,3,5/18/2016, 10:42:51 AM
1,3,,_,373408,,NextRound,5/18/2016, 10:43:01 AM
1,4,5,1_5_7,382640,1,5,5/18/2016, 10:43:11 AM
1,5,,_,389912,,NextRound,5/18/2016, 10:43:18 AM
1,6,7,0_7_5,400048,1,7,5/18/2016, 10:43:28 AM
1,7,,_,409432,,NextRound,5/18/2016, 10:43:38 AM
1,8,1,4_0_1,418343,2,1,5/18/2016, 10:43:46 AM
1,9,,_,433280,,NextRound,5/18/2016, 10:44:01 AM
1,10,4,6_4_5,445743,1,4,5/18/2016, 10:44:14 AM
1,11,,_,458035,,NextRound,5/18/2016, 10:44:26 AM
1,12,0,0_6_1,466607,0,0,5/18/2016, 10:44:35 AM
1,13,,_,478399,,NextRound,5/18/2016, 10:44:46 AM
1,14,6,6_1_2,489231,0,6,5/18/2016, 10:44:57 AM
1,15,,_,495702,,NextRound,5/18/2016, 10:45:04 AM
2,-1,,_,499294,,NextRound,5/18/2016, 10:45:07 AM
2,0,1,4_0_1,506486,2,1,5/18/2016, 10:45:15 AM
2,1,,_,516134,,NextRound,5/18/2016, 10:45:24 AM
2,2,6,6_1_2,532134,0,6,5/18/2016, 10:45:40 AM
2,3,,_,538045,,NextRound,5/18/2016, 10:45:46 AM
2,4,4,6_4_5,549885,1,4,5/18/2016, 10:45:58 AM
2,5,,_,560829,,NextRound,5/18/2016, 10:46:09 AM
2,6,2,3_4_2,568013,2,2,5/18/2016, 10:46:16 AM
2,7,,_,578237,,NextRound,5/18/2016, 10:46:26 AM
2,8,5,1_5_7,587149,1,5,5/18/2016, 10:46:35 AM
2,9,,_,592732,,NextRound,5/18/2016, 10:46:41 AM
2,10,3,5_4_3,598611,2,3,5/18/2016, 10:46:47 AM
2,11,,_,607516,,NextRound,5/18/2016, 10:46:56 AM
2,12,7,0_7_5,623996,1,7,5/18/2016, 10:47:12 AM
2,13,,_,635188,,NextRound,5/18/2016, 10:47:23 AM
2,14,0,0_6_1,639220,0,0,5/18/2016, 10:47:27 AM
2,15,,_,652763,,NextRound,5/18/2016, 10:47:41 AM
3,-1,,_,655771,,NextRound,5/18/2016, 10:47:44 AM
3,0,6,6_1_2,666084,0,6,5/18/2016, 10:47:54 AM
3,1,,_,671715,,NextRound,5/18/2016, 10:48:00 AM
3,2,2,3_4_2,677939,2,2,5/18/2016, 10:48:06 AM
3,3,,_,690379,,NextRound,5/18/2016, 10:48:18 AM
3,4,4,6_4_5,697827,1,4,5/18/2016, 10:48:26 AM
3,5,,_,707779,,NextRound,5/18/2016, 10:48:36 AM
3,6,5,1_5_7,716506,1,5,5/18/2016, 10:48:45 AM
3,7,,_,721330,,NextRound,5/18/2016, 10:48:49 AM
3,8,0,0_6_1,727546,0,0,5/18/2016, 10:48:56 AM
3,9,,_,736658,,NextRound,5/18/2016, 10:49:05 AM
3,10,1,4_0_1,741066,2,1,5/18/2016, 10:49:09 AM
3,11,,_,748362,,NextRound,5/18/2016, 10:49:16 AM
3,12,7,0_7_5,758874,1,7,5/18/2016, 10:49:27 AM
3,13,,_,768161,,NextRound,5/18/2016, 10:49:36 AM
3,14,3,5_4_3,775530,2,3,5/18/2016, 10:49:44 AM
3,15,,_,799033,,NextRound,5/18/2016, 10:50:07 AM
