game,stage,currentTarget,currentDistractors,timeSinceStart,choiceButton,choiceItem,date
0,-1,,_,68245,,NextRound,5/6/2016, 11:03:12 AM
0,0,6,6_1_2,115658,0,6,5/6/2016, 11:03:59 AM
0,1,,_,126722,,NextRound,5/6/2016, 11:04:10 AM
0,2,2,3_4_2,144289,0,3,5/6/2016, 11:04:28 AM
0,3,,_,153608,,NextRound,5/6/2016, 11:04:37 AM
0,4,4,6_4_5,169504,1,4,5/6/2016, 11:04:53 AM
0,5,,_,188327,,NextRound,5/6/2016, 11:05:12 AM
0,6,5,1_5_7,233237,1,5,5/6/2016, 11:05:57 AM
0,7,,_,246133,,NextRound,5/6/2016, 11:06:09 AM
0,8,0,0_6_1,258060,1,6,5/6/2016, 11:06:21 AM
0,9,,_,290842,,NextRound,5/6/2016, 11:06:54 AM
0,10,1,4_0_1,300874,1,0,5/6/2016, 11:07:04 AM
0,11,,_,311362,,NextRound,5/6/2016, 11:07:15 AM
0,12,7,0_7_5,315873,1,7,5/6/2016, 11:07:19 AM
0,13,,_,328185,,NextRound,5/6/2016, 11:07:31 AM
0,14,3,5_4_3,373783,1,4,5/6/2016, 11:08:17 AM
0,15,,_,382247,,NextRound,5/6/2016, 11:08:26 AM
1,-1,,_,393118,,NextRound,5/6/2016, 11:08:36 AM
1,0,7,0_7_5,399014,1,7,5/6/2016, 11:08:42 AM
1,1,,_,408374,,NextRound,5/6/2016, 11:08:52 AM
1,2,4,6_4_5,416925,1,4,5/6/2016, 11:09:00 AM
1,3,,_,425949,,NextRound,5/6/2016, 11:09:09 AM
1,4,1,4_0_1,431133,1,0,5/6/2016, 11:09:14 AM
1,5,,_,439588,,NextRound,5/6/2016, 11:09:23 AM
1,6,5,1_5_7,451067,1,5,5/6/2016, 11:09:34 AM
1,7,,_,457155,,NextRound,5/6/2016, 11:09:40 AM
1,8,3,5_4_3,488026,2,3,5/6/2016, 11:10:11 AM
1,9,,_,495682,,NextRound,5/6/2016, 11:10:19 AM
1,10,2,3_4_2,503921,0,3,5/6/2016, 11:10:27 AM
1,11,,_,510009,,NextRound,5/6/2016, 11:10:33 AM
1,12,0,0_6_1,523760,2,1,5/6/2016, 11:10:47 AM
1,13,,_,533489,,NextRound,5/6/2016, 11:10:57 AM
1,14,6,6_1_2,578334,0,6,5/6/2016, 11:11:42 AM
1,15,,_,586726,,NextRound,5/6/2016, 11:11:50 AM
2,-1,,_,591061,,NextRound,5/6/2016, 11:11:54 AM
2,0,2,3_4_2,609045,1,4,5/6/2016, 11:12:12 AM
2,1,,_,615228,,NextRound,5/6/2016, 11:12:19 AM
2,2,3,5_4_3,627740,1,4,5/6/2016, 11:12:31 AM
2,3,,_,636052,,NextRound,5/6/2016, 11:12:39 AM
2,4,5,1_5_7,647331,1,5,5/6/2016, 11:12:51 AM
2,5,,_,653571,,NextRound,5/6/2016, 11:12:57 AM
2,6,7,0_7_5,658083,1,7,5/6/2016, 11:13:01 AM
2,7,,_,668522,,NextRound,5/6/2016, 11:13:12 AM
2,8,1,4_0_1,672802,1,0,5/6/2016, 11:13:16 AM
2,9,,_,695233,,NextRound,5/6/2016, 11:13:39 AM
2,10,4,6_4_5,701689,1,4,5/6/2016, 11:13:45 AM
2,11,,_,711000,,NextRound,5/6/2016, 11:13:54 AM
2,12,0,0_6_1,726800,2,1,5/6/2016, 11:14:10 AM
2,13,,_,734143,,NextRound,5/6/2016, 11:14:17 AM
2,14,6,6_1_2,742790,0,6,5/6/2016, 11:14:26 AM
2,15,,_,750022,,NextRound,5/6/2016, 11:14:33 AM
3,-1,,_,752638,,NextRound,5/6/2016, 11:14:36 AM
3,0,1,4_0_1,758382,1,0,5/6/2016, 11:14:42 AM
3,1,,_,765742,,NextRound,5/6/2016, 11:14:49 AM
3,2,6,6_1_2,773981,0,6,5/6/2016, 11:14:57 AM
3,3,,_,782685,,NextRound,5/6/2016, 11:15:06 AM
3,4,4,6_4_5,818027,1,4,5/6/2016, 11:15:41 AM
3,5,,_,850098,,NextRound,5/6/2016, 11:16:13 AM
3,6,2,3_4_2,859713,1,4,5/6/2016, 11:16:23 AM
3,7,,_,866273,,NextRound,5/6/2016, 11:16:30 AM
3,8,5,1_5_7,874393,1,5,5/6/2016, 11:16:38 AM
3,9,,_,879841,,NextRound,5/6/2016, 11:16:43 AM
3,10,3,5_4_3,886320,1,4,5/6/2016, 11:16:50 AM
3,11,,_,896288,,NextRound,5/6/2016, 11:17:00 AM
3,12,7,0_7_5,901760,1,7,5/6/2016, 11:17:05 AM
3,13,,_,910072,,NextRound,5/6/2016, 11:17:13 AM
3,14,0,0_6_1,917863,1,6,5/6/2016, 11:17:21 AM
3,15,,_,925574,,NextRound,5/6/2016, 11:17:29 AM
