game,stage,currentTarget,currentDistractors,timeSinceStart,choiceButton,choiceItem,date
0,-1,,_,43575,,NextRound,5/19/2016, 11:39:26 AM
0,0,,_,65925,,NextRound,5/19/2016, 11:39:49 AM
0,1,2,7_2_3,84837,1,2,5/19/2016, 11:40:08 AM
0,2,,_,104476,,NextRound,5/19/2016, 11:40:27 AM
0,3,0,5_3_0,115995,2,0,5/19/2016, 11:40:39 AM
0,4,,_,138482,,NextRound,5/19/2016, 11:41:01 AM
0,5,3,3_6_0,148106,0,3,5/19/2016, 11:41:11 AM
0,6,,_,156187,,NextRound,5/19/2016, 11:41:19 AM
0,7,7,4_7_2,167729,1,7,5/19/2016, 11:41:31 AM
0,8,,_,179825,,NextRound,5/19/2016, 11:41:43 AM
0,9,1,1_0_3,192160,0,1,5/19/2016, 11:41:55 AM
0,10,,_,200344,,NextRound,5/19/2016, 11:42:03 AM
0,11,6,7_6_2,221679,1,6,5/19/2016, 11:42:25 AM
0,12,,_,230687,,NextRound,5/19/2016, 11:42:34 AM
0,13,5,5_6_7,242502,0,5,5/19/2016, 11:42:45 AM
0,14,,_,252486,,NextRound,5/19/2016, 11:42:55 AM
0,15,4,1_2_4,296884,2,4,5/19/2016, 11:43:40 AM
1,-1,,_,299388,,NextRound,5/19/2016, 11:43:42 AM
1,0,,_,311451,,NextRound,5/19/2016, 11:43:54 AM
1,1,0,5_3_0,319315,2,0,5/19/2016, 11:44:02 AM
1,2,,_,328731,,NextRound,5/19/2016, 11:44:12 AM
1,3,7,4_7_2,339075,1,7,5/19/2016, 11:44:22 AM
1,4,,_,348250,,NextRound,5/19/2016, 11:44:31 AM
1,5,3,3_6_0,356082,0,3,5/19/2016, 11:44:39 AM
1,6,,_,364138,,NextRound,5/19/2016, 11:44:47 AM
1,7,1,1_0_3,371721,0,1,5/19/2016, 11:44:55 AM
1,8,,_,379553,,NextRound,5/19/2016, 11:45:02 AM
1,9,4,1_2_4,386073,2,4,5/19/2016, 11:45:09 AM
1,10,,_,394976,,NextRound,5/19/2016, 11:45:18 AM
1,11,2,7_2_3,402432,1,2,5/19/2016, 11:45:25 AM
1,12,,_,410496,,NextRound,5/19/2016, 11:45:33 AM
1,13,5,5_6_7,421143,0,5,5/19/2016, 11:45:44 AM
1,14,,_,429551,,NextRound,5/19/2016, 11:45:52 AM
1,15,6,7_6_2,439294,1,6,5/19/2016, 11:46:02 AM
2,-1,,_,444087,,NextRound,5/19/2016, 11:46:07 AM
2,0,,_,448919,,NextRound,5/19/2016, 11:46:12 AM
2,1,5,5_6_7,457742,0,5,5/19/2016, 11:46:21 AM
2,2,,_,465598,,NextRound,5/19/2016, 11:46:28 AM
2,3,3,3_6_0,471261,0,3,5/19/2016, 11:46:34 AM
2,4,,_,482429,,NextRound,5/19/2016, 11:46:45 AM
2,5,2,7_2_3,488485,1,2,5/19/2016, 11:46:51 AM
2,6,,_,497460,,NextRound,5/19/2016, 11:47:00 AM
2,7,1,1_0_3,506428,0,1,5/19/2016, 11:47:09 AM
2,8,,_,512916,,NextRound,5/19/2016, 11:47:16 AM
2,9,6,7_6_2,522691,1,6,5/19/2016, 11:47:26 AM
2,10,,_,528387,,NextRound,5/19/2016, 11:47:31 AM
2,11,7,4_7_2,535122,1,7,5/19/2016, 11:47:38 AM
2,12,,_,543282,,NextRound,5/19/2016, 11:47:46 AM
2,13,4,1_2_4,550353,2,4,5/19/2016, 11:47:53 AM
2,14,,_,556610,,NextRound,5/19/2016, 11:47:59 AM
2,15,0,5_3_0,563937,2,0,5/19/2016, 11:48:07 AM
3,-1,,_,566417,,NextRound,5/19/2016, 11:48:09 AM
3,0,,_,574793,,NextRound,5/19/2016, 11:48:18 AM
3,1,7,4_7_2,580392,1,7,5/19/2016, 11:48:23 AM
3,2,,_,587200,,NextRound,5/19/2016, 11:48:30 AM
3,3,6,7_6_2,593528,1,6,5/19/2016, 11:48:36 AM
3,4,,_,603872,,NextRound,5/19/2016, 11:48:47 AM
3,5,1,1_0_3,611903,0,1,5/19/2016, 11:48:55 AM
3,6,,_,618831,,NextRound,5/19/2016, 11:49:02 AM
3,7,2,7_2_3,624423,1,2,5/19/2016, 11:49:07 AM
3,8,,_,631711,,NextRound,5/19/2016, 11:49:15 AM
3,9,5,5_6_7,642982,0,5,5/19/2016, 11:49:26 AM
3,10,,_,647854,,NextRound,5/19/2016, 11:49:31 AM
3,11,3,3_6_0,655854,0,3,5/19/2016, 11:49:39 AM
3,12,,_,664445,,NextRound,5/19/2016, 11:49:47 AM
3,13,4,1_2_4,670661,2,4,5/19/2016, 11:49:54 AM
3,14,,_,678549,,NextRound,5/19/2016, 11:50:01 AM
3,15,0,5_3_0,685037,2,0,5/19/2016, 11:50:08 AM
